review_id,sentiment_score,stars
n_yGlmi-dQsGuInzWW1KLQ,0.85,5
FW_LhopUNOWSbouB0Y2bxg,-0.7,2
1epcQYiJvBslACCwzjxwlg,-0.8,1
f0_2zrLYXP1atyC8_NDM5w,0.9,5
fu9W-7KOx7__7dXdrYv9Zw,-0.2,2
dTd4q59r4qK-sc2uAbNNNA,0.1,3
4TN-N0VbOOfj0I9H4AgXUg,-0.9,1
o1LaOjdx18bZePQjoPT7nQ,-0.95,1
HjdKPTCQ-iSKOKu9TtrUsQ,-0.9,1
63TC9MKVQlW9hmKJ5OV-bQ,-0.8,1
mEOxf5NFMn3e5dxIHZ7lFQ,-0.7,1
ImQidgRuKbUtKiSGeuap5Q,0.9,5
fPusJpz3MSsDm03VaAyPaA,-0.85,1
ob6wSk8EVj44splTukERDA,-0.85,2
ifnem4HcQ9C8afB56MidWQ,-0.75,1
FWD_VL9MiqQG_CZoS7VATA,0.85,4
toYOIBEG6bfYaIfUqmoL3A,0.1,1
9mpdnLVDmrzuzHDkh624lg,-0.9,1
0f2lWxLR0fRX7UdgrWaESw,-0.7,4
HW75dsIV0dywhrutb79EAw,-0.8,1
v5KGbf5AbsSafRfKAotfUw,0.6,5
nrT6gu7Py4aMfetkW_S4vw,0.8,5
U_FpkSVAQIzD50xOyVHrAA,-0.9,1
zz6Qev9s2IvUFyopOPxq1Q,-0.65,2
FJnYqJG0OJuW8P66OMRvBA,-0.85,2
s2RhZE3z5fbbM_eGhUk5OQ,0.78,4
0TiQX9e4CsiUE8216Ms5yQ,0.12,4
Bnvd2Ix9XGcnOAwkolOCeg,0.22,4
JOymd4J5U_NhnWzLM13-ZA,0.9,5
P3OCWtM601GSpb-o7XX4jQ,0.85,5
-PQHCxAzm0kE1NSj_Stofg,-0.8,3
pefDXwX1INDyGL3UzYxlMQ,0.7,4
4SvAVdfO67eo9OcXsu4QXA,0.5,5
CxsiDj4HoEt4muvSWvRarg,-0.6,1
CmcrUJzu2KKZ8WHLBXctQQ,0.9,5
JuWeGDOkz27dltBixrEP7g,0.8,5
JI6_5QGDbs-WsstH7JGyuA,-0.4,3
h6cS9dGPnq-jvOaWaujUXg,-0.9,1
heZx_X5bzHo0lM8hp47H2w,-0.7,2
1mImSLS_pl91tiHl3BWzRw,0.8,5
UH3xuZb0ji9yimVFLk5zSg,-0.6,2
lVMil5RE4EV_WM2CwkCO2Q,-0.5,1
1_-2aU4DfPjSzJD7zEPEnw,-0.9,1
T0aWnOu0JfLHq2thcVOp5g,-0.9,1
rqYxUbOIOx_vR8KU38E1Aw,-0.8,1
4Cqo1okil4UGjJvGY2YM5w,-0.85,1
MFWWoYcBFZOc0ev_eFP2Bw,0.9,5
Fiix4oGL5PUzjmKaD_u1AA,-0.9,1
u4iH8scGOEyd7mVOVHTNew,0.7,4
LDxy1P9TBmHWVZlQTppXXw,-0.4,2
vcAFBBMWqSiJwyFEeV8txw,0.8,4
psqiJ9b9e9iKfJkZPCrqgw,-0.9,1
UawtdkhPAbwNiDxMtF83Lw,0.4,3
apm0PixGPzLPSJcqkaxBDw,0.85,5
nfb1VXOht5IL-v8tW-LQ0Q,-0.9,1
-yzqgtjtBmYPam5eYh7wKw,-0.95,1
JhEK2PsbCJTlKqYAzmib9g,0.2,4
6F9HH2S7CDFJwmHWxcenuA,-0.8,1
l5OtPsB-aLBHRKcC7XfQjQ,-0.9,1
A06AgVptcabuli_EObi4Kg,-0.8,1
S7YHUHyri-7Kas6t5Jpr0g,0.9,5
_EcYAn7S-E8LjtJcDLUZ1g,0.8,5
8SEGWiN_6Ysg-YDfitE8EA,0.85,5
_PT7q8fpOyq_NqknLEIIjA,0.9,5
UmU7BoVh9RVp3u3INXewEw,-0.8,1
VgSJGkWOwUBCjSLt0J-7hg,-0.95,1
DWN-b0UKNqU0asCBythlHg,0.85,5
Yc7XQ7nMbEXG3nNrFitprQ,0.9,5
mykv0x3cSYwyNm7vcRWkGg,0.9,4
5TP8Ski_YJXe-H6kSP3GAw,-0.4,2
Cnh9aQEKWDkaAipRMDx5ww,0.0,3
oeotnjT_awZPih5Uv1Ah-w,0.85,5
OThosAtyrLQa2qXoiIejSQ,0.9,5
wY-69w_rE02A0sC_X8xrOw,0.85,4
i29BxR9ynsc3ic5hO-0N6Q,0.9,5
3mY-5_Jf-UjZ-jOIUESt1g,0.95,5
XncrbnQK89nSrmjU8dSbqQ,0.9,5
UrwM25Y4BCQlCnITYK7wqw,-0.4,2
8F_fUh1-wziSmL5ocZrd5g,0.9,5
1FCKUbCB8p-97twzerZOrw,0.85,5
hx3oOZPYNliKFSFXPh4Nag,-0.9,2
4zy8OTRELsBlXgCryvqikA,-0.85,1
e4MHFZK9kS3Gp23yRZ6mrA,0.2,4
wrOws7VQlJP23oyfCAiqHA,0.92,5
dQiA9RqALm-ssZIeFtsIZQ,-0.45,3
hzYLszSQVTFYxe11nAtJiA,0.96,4
guUVuyMDePBuYgTvlzwaTA,0.9,5
YzBnAsXmC7829niM1-VRDw,0.88,5
OpFkh3luUGdAls2UBrE_YQ,0.95,5
9fA62MBGTgfAU19lR4jrpw,0.93,5
mgQPgeZsV9yklpH3PAuYDg,0.9,5
T_oec5rTPa1yjH6sa-KtPQ,0.92,5
4kaT57RvzYhrdAONbjt1jw,0.88,5
EOfz5I5C_XAVvzrSnqLgfg,0.6,4
uSacCVZnAz4DZlmorMdYKw,0.9,5
mr5dbHHHjMQrhZ8qZc_-BQ,0.8,5
MGZykiWIN8bTTp_cF0qOgQ,-0.8,1
jhbOVyjq3ix15Cqq8ruuZA,0.7,5
ugfpgZI5hy6nJ_xiczQutg,-0.7,2
aOK7-d9ILESnI5lWyKNm9g,-0.8,1
HUCvgRLSjk5XJ9Wt8V1x9g,0.8,5
CR1Ps1yKrcCwDhqQlLlW4A,0.9,5
MW0ODts86OsomvvsfxPfwg,0.85,5
t1Gd0nlaeZBz7JtTSzpWoA,-0.9,1
IjZLQi9MxrxVJs5x0o-rtA,-0.85,1
X2j4_pvGHEaYsuTET1Y-hQ,0.8,5
GYSFu905HbJgfLeEOA4v0Q,0.75,5
quTNsayl6GqKIkNFWxOBeQ,-0.4,2
WOq8wbXpO4NhFQ4tuCQS1Q,-0.6,3
0YLZYLj5qCT026n9GEcoBg,-0.5,3
zNPerCGz4-Q3k4E-9jWZgg,0.6,4
zRVfCUVGqDnTXp6sSWuJ0Q,0.9,5
8k7dGd5YuJA0KmQsxj1Gcw,-0.9,1
9t5MJQVQeNA9aVoLmHUU0Q,-0.2,3
zwH5HdvA9RwPCz46Xyb-YQ,-0.9,1
rOfuhTELv0ZgxBE7l9uayg,-0.5,1
5cbUQFZxOCKkzeUp--whhA,-0.8,1
bTdCZ8IYvreR3w31ooNDCQ,0.7,5
0rX9u4sJc3KXNOIsinEByw,-0.9,1
kqW35lv_FRA3TI2fPPClmQ,0.85,4
vfSI6bxBzh8fwAg0TKA7YQ,0.9,5
sBX5lAXOoDr20dlLYUDtMQ,-0.7,2
LOwMz1_ef0VVV7CEmcu7gw,-0.2,3
6JYIGMI795rCIKG3iAPFWA,-0.92,1
a_siNOSmV8N7RpJ_RgdJLQ,0.94,5
qjanfRWmDCYxiecIu6PU4w,0.88,5
OebqRnK76J-17r4bGC-rUw,0.96,5
0E4jv5J7ksKo29KmYlzvGA,-0.65,1
ed_tWYLxecow78hIDC7P0A,-0.85,1
9rmv5fMTB3pxRohrNaHIGQ,0.9,5
jq9cwTqvZqFcnchUTYtk0g,0.95,5
wYGAo2nvWahHXYn9AFJi5Q,0.8,5
XYb_4SiXpLUXMEJXr-CzXQ,-0.9,1
yljUL1vrYdyQQu5AdxyGMg,0.8,4
KgP6w2yz7aKDQ_8ukyeEqw,0.9,5
N-99n1mw2OzlG7ItyIawJA,-0.2,3
0joHmxeFL6VbUT0m8p7Pdg,0.85,5
qx9qQqU94AX-tclco0c-1Q,0.6,5
iavpE3YiRMMT5DHFU-GPTA,0.8,5
pkiulue428Wtu1yXWUJMlw,-0.9,1
KJ_Z9OCAGZDSYYdswkKzNw,0.4,5
3t5wTxJXKOSUnSLYIhqZEA,0.6,1
jo2M-6bJUWZ2W4Wpn6CWdw,0.7,5
KbuFyjn_2OKJNqxmczaVxg,0.9,5
wOI90qUjjcruY93M4Fyolw,0.2,4
qKFVGCZt5rUDmbYsJpA5tg,0.95,4
Fs3QVA9fra5J97UM5ORibw,0.8,4
1S-dDMNnayhfc1PW4kqrUQ,0.85,4
pxaIIr7NQM-gtoSwqcmhlw,0.3,5
gT-K3_REp2vMiboTCx4tUw,0.9,5
D1gvvzTObOo6LGccvqE99w,0.8,4
_7tyb9Kq36d7fnaRYhUgsw,0.95,5
vHzhW23tAYmdz4PovHtESw,0.7,5
se_ifFmP9DyXLjUc6NOWAQ,0.9,5
bpTANnWpJaUESExaAFfeow,0.8,5
VEpJRQLcoyN86UnXLhMvZA,0.85,5
Z4VR8Sl5IeY1cTmsXJamQw,0.8,4
hSxxSngKzlz3SpPsNPl3lQ,-0.5,5
8Grm4gGvBHRyBoedwo8oWg,0.8,5
tttopQcnobWFdlmy06JvkQ,-0.5,3
6m3MmTboBl3aKIgu8BYDWA,-0.6,3
QqGvjaBt8e5LO_2ckOJH4g,-0.1,3
xugd33erE7515X8WgnXRlQ,0.7,5
U3NarimlQSyDspOLjsF9zQ,-0.4,3
Cd03dYrKXFxEsMuuK_SERQ,0.0,3
nGb94ZRL2dq7OEc-6P_afA,-0.7,2
6d8L_DOxuVQNfAcjb5JxTg,0.8,5
i43sjjelQbZz-M-BmLBSBA,0.9,5
KBHeZi_lDzbaayXdQZOfQw,0.9,5
axNhExcPal0JHzEXlOTT9g,0.7,5
puAKpnGeSBwcR5NHxRaELA,-0.4,3
emUhmgtVuqtkR-7fwV3NEA,0.8,4
WEJxsj0S3y82-S5eUO5gqA,0.85,5
ur7OnKpTLlcactKzp_UgDQ,0.8,5
pdtPJVcLp4psEggDxxB-lg,-0.6,2
VV6AKrd3af2kYr8dtaJCXw,0.0,4
HxTjSL-vzqo_dMHoT5AXaA,-0.9,1
8Hc8SofNcXQZWPJOgYVnIw,-0.5,1
JeUZ2o4i9zUC_X-H2j9r4Q,0.9,5
Xj1QXPoXAgpKDw1STwukRg,-0.4,1
nQDvSTC2mi0syKKxon3c6g,0.2,3
PA4Aa3cRx-B85zXZehnBeA,0.8,4
5Ay7ZHJvfbpVFZ9hPVv3Cg,0.85,5
nYtHjrsk-1bTNLGYkvgq-g,0.4,3
kszd0pKfdWRD9qaNNQY5dg,0.9,5
-_g94-BCIGFNeIlrV0x-rw,0.8,4
mMNJOxMqi8bGuL6UZ4IHzw,0.85,5
9gCc6_R2iGQgBgwTv7kH_Q,0.6,4
lW2_gDm6symiLH2N1G5f8Q,0.8,4
nUsiJbi1teak_kKVv5pKhw,0.95,5
Qun0fkNa1kF7C9-YFqhZAw,-0.4,4
plIgsQrgw-3G7fmq_EpJ0w,0.85,5
SVP4O3oanbDo4Cg9uNacDQ,0.7,4
wkbLSDWoZI6qojpSdhVZ8w,0.94,5
UwMC1FyVNtNyciNoU4EDSQ,0.91,5
GQ4NGGqfIl6DN_I3mYu0SA,0.96,5
IGD8A5xdspgtLm2lce2Srg,0.93,5
km7BSXUbYtgyBHiPhvNtIw,0.92,5
7zTuuA7SPOWx83KYibdbiA,-0.6,4
LbSzxUMkbhyYB9lB0hN8Rg,0.8,5
w62wPpfNtO5mOETSusLaxw,0.7,5
ZkILDF9scA1Uk1kAlXlG7Q,0.75,5
xO3tiZyS_SV-D8XFeFSZhA,0.6,4
65URvPRr1lE_yRoG2AztNw,0.8,5
JgUYeisVHSCcgEWjsmTaZQ,0.7,4
dmuJieHRdZ9yNhZDQhT6Dg,-0.8,2
Qv993qRzIT6mSfhHwGCD0A,0.6,5
_lfMobvWslbsGjl_4M3PXQ,0.9,5
UvWECeQX2Eez_IIMuS4S7g,-0.8,3
sdu0dkLReuB_nFQIjMURAA,0.2,4
fEk4Rh1022egR1qiWhxIgw,0.9,5
28t4xEAgi7LkwpeK9b5orA,-0.4,2
PSIDyvYphrVaNZHLDH12kQ,-0.6,3
_7HsxPUuv2mmBw-NNU67NQ,-0.4,3
RF_o9lfqWxnYPmwXpMKS_Q,0.9,5
_1hR5HgJTTCVa_N6jY1QXg,-0.8,2
beickGQSMHagxk-LslM71w,0.8,5
97ct7FKMD3CjXywmWixNfQ,0.7,5
909lBtQE8DDKluAK2C-wJw,-0.9,1
d5CZe1yhonD6udK5ierH5Q,-0.4,1
u3Gzyvinzyd_jiVCZF4_vQ,-0.8,1
jOzGrwCssLBLdRyhuz_AsA,0.5,4
9pdo5Bfpl9YHwGCkihmGpA,0.9,5
P5JNURWNK83nA2Ql2MVw2w,0.85,5
cboA5XtvySjm7HIe0Pjp9A,-0.7,1
5fyyqXcDNRlw1YszlXYBAg,0.9,5
T8hwkhPdzQonMWao_6a_pA,0.1,3
KUFibg5x3Rn3ZENM0jzWiA,0.8,5
p2WWnfzhvMkQZSVJp9g0FA,0.6,4
YOxZs9Xbty2bsq2dLJvWdw,-0.8,1
J-4EQJ1lM5aQFb5H90q2XA,-0.9,1
nTBmqe03xe68zgcSOEtH4g,-0.7,3
0cewMjPxqwTVHEvqLjX86Q,0.0,1
ixTpdwHtBn85wgWH9HJwEg,0.9,4
Q9ch-IuHwAnHe2faCkuTVQ,0.2,3
sRAIV4Zm3a3cBfEEAfZDYg,0.8,5
fAk6IInqe1XSrLXHcbDwnw,1.0,5
ug-yYEorF8JjRWp9aw93dQ,0.9,5
NCiPT1XRqJPaDNB8S6QUPA,0.8,5
EGUk9Oje7Wk1C-EMWbE_qg,0.9,5
DOmg5fufydutUoqeD4oIdQ,0.8,4
mX52EGNPN-naMBj4k_f5-g,-0.5,2
bzKL2edZ6FxAJszE0KQu2Q,0.8,4
8cBprIRGQBZ_MHNS3izwKA,0.8,5
YsWLFfrtttv0K3VZqFb51A,0.8,4
luz_xMq4fXAmbl57b0g23A,0.8,3
cfTtbnmzmNkPA98Pk-q1rQ,0.8,5
5TfJzdm-cBH4O_9VCd8BAg,0.8,5
6BaQ6EyccDyOkXJX1qwvqg,-0.8,1
JEgLUqEzrpNGM2CaKdVBrQ,-0.8,1
YW3BZwRaZoz6Ri9H--Qb_g,-0.5,1
FQlvMPO5UTMusCDpPKZGcQ,0.8,5
vF7KD4qtEMUxjFGChljU0g,0.8,5
U2AMrZXpyNpZgQ5A4C91Tw,0.9,5
6O4zESOTuQiGc6hGj_sUlQ,0.8,5
fPCjR70l5EFeQF579DnGcQ,0.9,5
eOqIl2lbKRKe4vdd8K09dA,0.7,4
Ce3V4vhAiTgOf7XfrOEoTg,0.8,3
kHw2dWf2xB_9t6JoHHyPDw,-0.9,1
KKB4j4jnBbCe7z3FEAbnBQ,0.8,5
EoWqosszQChj8idGsaJQ7g,0.3,3
O_225Jg0cyAaivh4alN2BQ,0.8,5
nPpsTtAiuAEpHPqltSgtKQ,0.8,4
0RCSCkvqJPcfD-eUA9Is0g,0.9,5
-H7kD-BYSS7njDuNmWjpSA,-0.5,3
FT3bZcaf9yNJVlfAPxhXbQ,0.8,5
_DqLA0Wd-EmR9QbTodM3aA,0.8,4
ETPC1N9FgJ9jzWgLTYD3yA,-0.5,3
uoyMSCtBYrvoNKnL3cLlnA,0.8,5
GjuKURcS-vdREG8ME2hkTg,0.9,5
m7ylizosn0IGnCQD12zpAg,-0.5,2
woxeseGs0tjcT8wY9jhImQ,0.8,5
rgEM4eoBFuciNXT44jDSrQ,0.8,4
hr4wKqWdDrn6WZ2I5nlkCA,0.8,4
sQ_M8BGC-HYeL5vQ-QwAFQ,0.3,3
qOpCl3mpzqqrTh5UJf2Wyw,0.8,4
MM-PVZ-HV2NwVQYpvr21WQ,0.3,4
q2MgjG7lFV7DLcmOyOjU4Q,-0.8,1
Bpey9W5-lCjiXrJWIX0Izw,0.8,4
28kH6HvOkGycVViKSbiCLw,-0.5,3
ZhN7Z4zG9rGVfU48a-gl-g,-0.8,1
kTlBmMlhxrWOdWkbqaZ2Lg,0.9,5
wAzi7G2td9xP9ibooSZoiQ,0.9,5
ZoR27783XQuDgoTGvhW45g,0.7,3
FEMR5Rt9CAWX1QTXMn4XwA,-0.5,2
8QUOL5Yh9EZOIA-96kqzZw,0.8,5
iCrUVdUoznyIzTtuCR7-Hw,1.0,5
mQzIKBV4tDUErMg_p-IPaw,0.9,5
O-BI2Cmb7pj7IKEOoezCxg,0.8,4
SOwrpGmsCRlj4WFWWwU0fQ,0.9,5
D7Lpu8NugNyJbjpmgLC7ig,0.9,5
ZzTwjHa-8PdojzVR1IevuQ,0.8,3
eXU-xAEMWtththx9qqCaUw,0.9,5
iWYXPLxMY6UAhzKU5xvh9Q,0.8,5
idpCMddGrdxePzT8KkaLlQ,0.9,5
btWXgBgqRyiVx-SHi7pEcg,0.9,5
fDpOJUi9Py-AyZcLCCzWbA,0.8,5
klDWGoC0RrU-MigwB1Y8Jw,-0.8,1
NuU6WlFpNcrnrZtd0xT4CA,-0.8,1
dEMu6fhe_Pnq5PpgrkyNFQ,-0.8,1
5Q8gmWVsFTpdi_Ie4r3F2A,-0.8,1
cbAh3-4xEmDfDCE54JPIcw,-0.5,3
me86aSNPPGQwAMch358ujA,0.9,5
UKQNsz6bUJGfDSfptF9kWw,0.8,2
5msekB0oVTZpQYxgPoRMKA,0.9,5
zXPvVgV-jU5T6q4EoM5Q5Q,0.8,4
xY8AMnQ9NqjUMsUIi0Ld9g,-0.5,3
cRDnKC7Iy8LG-lQCPy1ITg,-0.8,1
Y330T51sCJ8eiwF3Vq_zzQ,-0.5,1
iHLkpMwL1BcRk-DC9hp0rw,0.9,5
K6w8hVX7QV6qhvX6GRMFBw,0.8,5
KBEnHBIpnsPqEmgZpHmSRw,0.8,3
AnPkLuQey-t5frtAlt8KVg,0.8,3
1SXtukhiNrX772buImATFA,0.8,5
SKPQ-4gh_QvwsuoxTznNag,1.0,5
LCDi58i9CYGG8JY-q4Jf6w,0.8,4
tH5CBWXcVKNV_hcPtUj2Lg,0.8,5
qZ7b3JOjW2iBt8ReQ0GWbg,-0.7,2
-bltx6e7gaXMK5d1QRD2Fw,-0.5,1
XkYCib2tRZYp45C1h54ZqQ,0.8,5
MZM3b6PvNv9_U_7h65uzJQ,-0.8,1
SvXqysiGDGkfJ3H7J3n_fg,-0.8,2
sidN7ZZ6vbgbT8aDyN00qg,0.8,5
Vgw_w7ExE_WyJUhikdstbg,0.9,5
uTY_zJY1cPDmlFMmiy-KBw,0.8,5
87c4t6OMYWqGszk0aOBMWg,0.8,5
i_Fu0KJTGpy1vD0ILapEzA,0.8,5
LQ7Zunq4dU2KCNvtRnxMOQ,-0.8,3
nvdGJmQ4n-M4XTz0Ut-5-Q,1.0,5
JM_FIUcpJ7u5HnV7DCEg3A,0.9,5
PsKrEb2t0m8IP3mYBQ_DFg,0.8,4
s5zL675sRJ2FGZKkOg6-1w,0.8,5
uZ5aAtBXvb-HxClbRZXqpA,-0.5,2
hyO-_F_bhNrtKND_kPDOUQ,0.9,4
CYJfF2ooBxhMX7QeoN-i7A,-0.5,3
eXvvSdV_uy2ww2A2-GHGzA,1.0,5
mRpDXSIhPWI0PyHslwDglw,0.8,5
YKeXAUFnNnpnoflKeRYCow,-0.8,1
i6BgK6EMLC0imbyt3KaQrA,0.8,4
gh0GKGOYoXQKIUqyQ9NX7Q,0.8,5
JOHKBW_6DLYhxa5OeEinxA,0.9,5
BqjI2K_BSD5s2DBtlrFTVQ,-0.5,2
22_d9-7FufR2WM09wuXbNw,-0.9,1
QVzTjk2e1UjDLsRgPZFgLA,0.9,5
N7dkPIovYKZabK_tW0qB7w,0.9,5
oEr38G2PraNfZUqJvcbMbg,0.8,5
mKbYRM63lbatfFMm5aksyg,0.8,5
deZYNLMAlP8TjWur8j2TPQ,0.8,4
cyQl9BEmyPLaK0NtnV2zvw,0.8,3
NSmtNCarHFHMK3D0GtsD1w,0.8,5
p5ZnSYsVNIINohGlSsptjA,0.9,5
gBl0QUMp-sKuwSHBfyF18A,1.0,5
QcMaTZD4vINy48emXlcwaw,0.8,5
B5zT_RaIbMWBH83YxEZFWA,-0.8,3
0zv18O7ePKNj_DOT-vluMg,0.8,5
oabYMil4pH_6TCUqx_sZNw,-0.5,3
NHEfLVZF_VxGLTECfg8xmg,0.9,5
296gasuxY0JY0X3iA5DlMg,-0.5,2
ZSct3389R-p56DVM5S56ew,1.0,5
LfU5b7TvhL49yhyzDX9Egw,-0.8,1
fu4SV_ccoJERWqBWDtnp3Q,1.0,5
ZeGrwYLhFLZNtuxsjQ2LdQ,0.8,5
7Cf-7ppcGijkXCRUAwB2xw,0.8,4
_gaijtKgUqdDNvuhZ7z5Hg,0.9,5
ro1XEX8jNTi2A6RG_UHfJA,0.8,5
N3UIrGah1t9Oz2aZqxBlaw,0.7,3
Y1zVr00wxSbesNjty8EWjQ,0.8,4
fRiVxXL-cUDEOyWkhlizYw,0.8,5
agrwbfLxIBnl6JiXc1d50w,0.8,4
Wbc5y4qLdRMh45fDAgoRnQ,0.7,4
KEDDZ8nEHrMNpr5vxivcKQ,-0.8,1
y_u0OqmvRpGrQtkJNDbb1A,-0.8,1
jqGRqwhdyg-vyKhC_FiGSw,0.8,5
FFYeuDy8W2k0l3u4YeYMDQ,-0.8,1
ltw38k1yloUPA4JDHdJohw,0.8,4
2XR5QtdjuR1TIH5-60lUEw,-1.0,1
aVvno4lLG_OR9abnn-okkg,0.9,5
h0nbTpWbxC0SI0Z5O7Q-5A,0.9,4
xpOZgOgEqus6F_DptITztA,0.9,4
dt1RN23YBnY5cDLYh5UsqA,0.5,4
3CkpBvOpeQrO7lvZyKrRLQ,0.8,5
cmK48amjYNk7_rMa4hP-sg,0.8,5
4cPjWWI6liGfHQ4OoUzkMg,0.8,5
dUq0NSHontUf5bxzxWG8rg,0.8,5
K2Pn5dc6l46-5gUfaOkEcQ,0.99,5
SOjYe686Zr_vSFjYw6U_Mw,0.9,5
0BTGuop-1u0aKTAO3KWMWA,0.9,5
c6J3MArbcMrbGRZVL8WMOg,0.8,4
EbKVhGhW7shBwTUMDd2aPg,-0.5,2
gRmORxuxzAgjF1pJjFV4xw,0.8,5
6jOgIWlYG1Cl13NnA-7doQ,0.8,5
CirRETDlc9p0xvpBFX0tNA,-0.5,2
gZ37bCbLLCX3GUBuhKyxcQ,-0.8,2
PuVlDUs5cM1j3gexRpYsCQ,-0.8,1
_rOkwuU4LP5Xxf_D_pCZfg,0.8,4
ibiDsnonT7_vfPNnKQHhYg,0.8,5
jyb9hmWptyiaWxtvxriARQ,0.8,5
Le_g5_exHDDtlQkLOD8hRw,0.2,3
U9Uzdmq8DadE0oV5hkDeeA,0.9,5
XE2ncya_Vhj-cqd0EE-ijQ,0.9,5
pudiXUh-8inEq4r9QNwqZA,-0.8,1
C9Azw0mKDNH55_j-IltUAQ,0.9,5
FFLiYZPYjFC3j7o-SUirEg,0.8,4
5FEPAC9ngdxiTtBqLS1-Nw,0.7,4
iiMsuh5IZme-JgSVBD-lmA,0.9,5
Y8hLZ2IHHe-QQmok4k95Qw,-0.8,1
9xfnhe0wC5auRHWqQNO6Kg,-0.5,1
_UQXTI8TDRJKZ0Q5B1qV-A,-0.8,1
LsehI8_rbBk0BcxzeWPp7Q,0.8,5
yS53HQ_9lPSilv4UWDE1rw,0.9,5
VekD6KC-nDWqzbQXkyT3mQ,0.8,4
JJY8rb_4phCUtCa0_TvNqA,0.9,5
tIpX3kJ8rcbuWcjpwkA9ig,0.8,4
oAfwqxrENdygOwBS2Pgrxg,0.8,5
JpGji_fOCcN3p3e6VIFs4g,0.8,5
Sr16hgSkM__wjIyXl5uS-g,0.9,5
Xh_XDU-8DocGs9mNpAS_rQ,0.9,5
DEDHnlf8OSQo2af2JAS9sw,0.8,4
0RVNcVzSsTcs_iYgiLy2Cw,-0.5,2
LTUiWXmu06TiL-edSQQZLQ,0.9,5
pF3cGBV_O-owXU9a6B0uww,1.0,5
iuahUo4k1uid1j1lZE0Agg,0.8,5
AzmxWKhttq_0U2vUkm0X7Q,-0.8,1
5LuWu43mVPFB7G_EH-NUXw,-0.8,1
LNZwHXXzNy4OZ_cbo6BwMw,0.8,5
HiCv1mCVlVX0nzSJUt38Iw,0.8,5
kkZJxca_cIxbOlwR-UpgnA,0.8,5
wpzat02Moh2OFn2IivrDBA,0.8,5
mtDAUrUqS2O-xDBV_5D2fQ,-0.5,2
0st2l1oNTfvaMwIGWN1STQ,-0.8,1
OLrdXi9pLoaK6bMVedubTg,0.9,5
xHcBarPQUJtx6wVS2ieX5Q,0.8,5
o2QJwrE3SwbMuhDvC29JAg,0.8,5
tQ3H1SgT1x44i60LOqPFmQ,-0.5,1
kZp4kAxsXLpr2G4DJzWmXw,0.8,5
lBiD9REXUDvoV9WEKO-eSw,0.8,4
CjTmgqfgJr4z_h9wAbRjcA,0.8,5
iVgQgla-d3bqjTDRNUqjaA,0.8,5
LgYfwXJcPIpgPvM9nz_ggA,0.0,3
_Xh5dYt2hs7UY4Arcd_QIg,0.8,5
0SlDWhoZo6bNLjuM8bgG7Q,0.8,4
XU01gVMU2VEQH9GB35T4Jw,-0.8,1
ObC9Ab0_mxz2EEDVfL9kUg,0.9,5
PnEVyQWgrIZ2otlZZXgNxQ,0.9,5
OSpNdo1hMkCRp_XEou3p1w,0.8,4
Ke4K73I32JvY6SK8m298kg,0.8,5
FPOvrAJT133zXdM1hJxrXQ,0.8,5
9Py01HznfuSqHm-dUAw7xg,-0.5,2
bOvLSk5J25tp72ECkKG4LQ,0.8,5
QpoJmVQaW48a5Rose6nKaw,0.9,5
poiEmugF7Rru6jIVsACnow,0.9,5
q1F6KaeQRob87q_qGAggBg,0.9,5
FM_iD04LHXdgZtgW7Z6bZA,0.8,5
9hBPh6J7G6OFS6SAG0StJg,1.0,5
-no4ZpDXyTbfQIOONivuNw,0.8,4
cETOhNvVz5sqj5Ok-XwDuA,-0.8,2
t_-Hq9fT89LH-jUrDawxXw,0.99,5
KUxL_N-NWlr1ALVURFlYpg,0.8,5
AUOPG6Jz0ropqVobV3Qw7g,1.0,5
7l-dlIWa9UQYUN0KT_BXBQ,-0.5,1
9CpiVV4U0pLSEk8LEkjVjg,0.8,5
5WFE_2U57tQZdETuIKh0jw,0.9,5
Szur5ayaPwdMRBg-r2B5gQ,0.9,5
ZA5xo1ihb_KBfbsk6uOYbg,0.9,5
ayCareL2Bkki3YQetHfgBg,-0.8,1
2EZR2ZoLfLe8DKd3RVMnBg,0.8,5
PPM7jdIcAhCqTELB3CyQWg,0.9,5
HMbwKu2_kel6PHrGG4BbSg,0.8,5
vlsy8bplsQYaDMf8gYBc0w,0.8,5
sQzrSrEzF_TZ9tV4RVsjkg,-0.8,1
2BmlEXy0naDpeMP4rrpRsA,-0.5,2
i6-59h8Y7vSJkqXTHzJE2w,1.0,4
BBBIS0AGt7kmAeNgJeJ0yQ,-0.5,2
8CM5IyoFPYUPtnPTpA9hdw,-0.5,2
SiIJVUFo00vr-MPX6pOEhA,1.0,5
LPmU_6vRE_y5jUOgHyABqw,0.8,4
DKMLE_zFUXThKGIDxvH8nQ,0.8,5
QAI7pdqtMmmO9Bnt3bf0sQ,0.9,5
tdFciw8CXCpKcceMgjttUg,0.8,4
WaFG3jOEd_mmEHwvce6c0w,0.8,5
d2OlpHpgxG3e-rjHkLYo-g,-0.8,1
NtF7WJNenn_ohwse8DieaA,-0.9,1
-mWWG630FtEpNdczbJywaw,-0.8,1
K6jCzFwidETK-aevJXqGiw,-0.5,1
E1EB9ooajLhOzglbWIIZoA,0.8,5
Cl9gGttg2s6S_uZx61j6eg,0.8,5
nMzFto20oDUPaD3IPLG7XA,0.8,5
