business_id,merchant_status,priority_group,theme,count
1PMlvTeQr3BpTm6GqOEckQ,Stable,Monitor / Intervene,staff_behavior,1
D1AGSvIci0E53E1Yix1mXA,Stable,Monitor / Intervene,staff_behavior,3
gkqfNyv3D84B0WR5GZOpZQ,Declining,Growth Opportunity,staff_behavior,4
R_Wi9jh57H_OzzAVWO71Bw,Growing,Expand,staff_behavior,1
kgZjJTGNc6WjKVBiSqNUoA,Stable,Expand,staff_behavior,5
ES8YqqXVu2TO6o2iwAOYSQ,Declining,Growth Opportunity,staff_behavior,2
TcJ1bB2omO0CIoEC4xtSxg,Growing,Expand,staff_behavior,2
ktM6aYuzqWd-kA8SIWswiQ,Declining,Growth Opportunity,staff_behavior,4
nF5QByCz21MY0KLtSoB5KA,Growing,Expand,staff_behavior,7
6_Gsn1ZxSosWb6mZusap0Q,Declining,Growth Opportunity,staff_behavior,6
sCPx4Sy4I1wMeZwsTzCFRg,Stable,Monitor / Intervene,staff_behavior,3
4hH1lt7mHPbl4r2O7LH6nA,Growing,Expand,staff_behavior,2
A55glg6ynzqjNAbRyTI3ig,Growing,Expand,staff_behavior,1
WN8wJ8PiBcfSPVWtZZhZfA,Growing,Expand,staff_behavior,2
jHk1OJi16n3BlO3LxkH8cw,Declining,Growth Opportunity,staff_behavior,3
HuawlT4tXzCXL8ftyvCZ0Q,Stable,Expand,staff_behavior,4
siUk0bqIjI80KBFptR1Mcw,Declining,Growth Opportunity,staff_behavior,6
g-mnsod42xN2y_LdYpoORw,Growing,Monitor / Intervene,staff_behavior,1
gGC3SvEvxsRkRBIEU0Rfrw,Stable,Expand,staff_behavior,1
W5qWPa1LPo9stvCGeVSRAg,Declining,Growth Opportunity,staff_behavior,1
jStt26nV-CBWRGxjqCzxUw,Stable,Monitor / Intervene,staff_behavior,1
mcb8blqo4lWVl91Mrp80uQ,Growing,Expand,staff_behavior,2
iZNR8-rqsBL2afDk4Zxe8A,Growing,Monitor / Intervene,staff_behavior,3
UBj0aJ6FfMR4tdvRbQ3KSA,Stable,Monitor / Intervene,staff_behavior,5
O4wZuA6Im9gQxxddCZ3kkQ,Declining,Growth Opportunity,staff_behavior,1
JiEcu8LvmlsPh_Q6Exzp9A,Declining,Growth Opportunity,staff_behavior,2
YuhQIv_c08zqfExfSiWB6g,Growing,Monitor / Intervene,staff_behavior,3
ctHjyadbDQAtUFfkcAFEHw,Growing,Expand,staff_behavior,8
GAuweBrcC_wK3a0UhZjwfA,Stable,Expand,staff_behavior,4
7VpTJyMcAnEA-Y6vj0XV4w,Stable,Expand,staff_behavior,1
nWhAxQw3bAsvXg3Oe91okw,Growing,Monitor / Intervene,staff_behavior,2
EDSqeUjhDwB8VMnIng-Q-A,Stable,Monitor / Intervene,staff_behavior,2
v72qGvd53IxhM2m8aatOpg,Growing,Expand,staff_behavior,4
qCpdeQYPf9i1EZhTnQgjtg,Declining,Growth Opportunity,staff_behavior,1
i7H6gGM5jXMMrhr8VRZXDg,Growing,Expand,staff_behavior,3
yG5tkMER9Ftkv4RDwMaQuA,Growing,Expand,staff_behavior,4
3bMVhRoYXU4UND8G0xLflw,Declining,Growth Opportunity,staff_behavior,2
x5NLYIRLdhFBaNLLvl8Afg,Declining,Growth Opportunity,staff_behavior,3
hyXrO6RoAi5GnTl8s72Pkw,Declining,Reassess,staff_behavior,4
ra6Ejpr6Y5nJL1Um6pzTdg,Stable,Expand,staff_behavior,0
t3PkHzVTvPA8qRxKe9TIkQ,Growing,Expand,staff_behavior,5
yj0SWZvJ0tGwAywoVxPT5A,Growing,Expand,staff_behavior,1
wXKiStXyJo0zI4uCwpNFMg,Growing,Expand,staff_behavior,1
Cch7lpybfh4V0_1j8Nr3yQ,Growing,Expand,staff_behavior,5
vwAhm3pRjCEz_jNXr9vMaA,Growing,Expand,staff_behavior,2
_UOg5_pk9IhKee91eWrT4A,Declining,Growth Opportunity,staff_behavior,3
bN_9QgxdOIk4oK-6fBDJtQ,Declining,Growth Opportunity,staff_behavior,3
FvBUare-QfqoTyHIvbWkvA,Growing,Expand,staff_behavior,3
HNMN7NhEvA64Z0FDEA2Twg,Growing,Expand,staff_behavior,3
j4KA-BujEH7xmG6bD5E-gQ,Declining,Growth Opportunity,staff_behavior,6
wGnBaLvgH3hrq6C3AnO5Mg,Stable,Monitor / Intervene,staff_behavior,0
_05DcCQmCP5aGnfCnI4r9Q,Growing,Expand,staff_behavior,3
or_WcjWELDsssk2JruvJcg,Declining,Growth Opportunity,staff_behavior,0
9YyeoqIBSEL_uikPBTZZUQ,Stable,Expand,staff_behavior,1
3eAGbHu2VFz8dVNC_dO5ow,Stable,Expand,staff_behavior,4
eoj3iAmpgbRIi56yxcTQxA,Growing,Monitor / Intervene,staff_behavior,5
-n_beuzQuajaezPD2PyQvA,Stable,Monitor / Intervene,staff_behavior,1
JrG4NINLspXPNhSXg7Q07Q,Growing,Expand,staff_behavior,6
7QVS6kcmc2vfp3TDCGX-Cw,Stable,Expand,staff_behavior,0
4EXm70lqkCxZ-WtgNon8sw,Stable,Expand,staff_behavior,4
sg4zySgp0Al1WNk-JhTbHQ,Stable,Monitor / Intervene,staff_behavior,1
7LskDbqERsCsiPNKjmNnrA,Growing,Expand,staff_behavior,0
sL6fC0P4C-gyL4E5gacUeQ,Growing,Expand,staff_behavior,1
Fh7pRpok9KtmrXuY78xeug,Growing,Expand,staff_behavior,2
SBDsWNjuMFTpUDgebenNDw,Declining,Reassess,staff_behavior,6
03jQGGJ2ch0uHTtW-UUUqg,Declining,Growth Opportunity,staff_behavior,3
Qm8pSLYuVS7eIyOx5YsWBw,Growing,Expand,staff_behavior,9
u-xGrOvBv1bxtpAHk-SZ5w,Stable,Expand,staff_behavior,2
j6dvIfAzbHccoySvaqjT4w,Stable,Monitor / Intervene,staff_behavior,3
QV3Xa_GBeMdm7rOS4EaxVQ,Growing,Expand,staff_behavior,1
vXQLdqB-stL2JTP5AsPVaA,Declining,Growth Opportunity,staff_behavior,4
jWljp4qLuqr968VFA4EWrQ,Stable,Expand,staff_behavior,1
3lsE-1hRI526KHKbeytPcg,Stable,Monitor / Intervene,staff_behavior,4
kfRkKRVlaPAYOraik4JVXQ,Declining,Reassess,staff_behavior,1
MzFhaFNbE03zF84BPkN7yQ,Declining,Growth Opportunity,staff_behavior,0
uJBnnlqKIkfMq1H0RhfhJg,Stable,Monitor / Intervene,staff_behavior,4
a8_zOZgxg3lNsEyanuwluw,Growing,Expand,staff_behavior,6
309eD1s4UG_TkBNHUKAzYA,Declining,Growth Opportunity,staff_behavior,2
ObL38c-q8O9Fe-JErYG6Xw,Declining,Reassess,staff_behavior,2
vUkiYPpbkMXA99WneLSGkQ,Growing,Expand,staff_behavior,2
NDdd698xwCrCNAdaFhe-Dg,Declining,Growth Opportunity,staff_behavior,1
Cjwb7VQGP0u2eWYj1wnO3g,Growing,Monitor / Intervene,staff_behavior,5
gnpyyeWQ53WlDMJEq-YA_w,Declining,Growth Opportunity,staff_behavior,2
OX1eFYQwN1iYdFd0fkNpqw,Declining,Growth Opportunity,staff_behavior,4
Wtr51cNrv1pYyIRg_IawYQ,Declining,Growth Opportunity,staff_behavior,8
QhgrhVKlXZtSY6gRThf8zA,Growing,Expand,staff_behavior,2
qwPpnCgmvrm1WsrmyyhuvQ,Declining,Reassess,staff_behavior,3
aubXu1j7HfP50Ohc7JQ3RQ,Stable,Monitor / Intervene,staff_behavior,1
ApZoKDMHiY6sm3urIcqfxg,Growing,Expand,staff_behavior,7
nMDteyIwo3zLbqm45xBwFw,Growing,Expand,staff_behavior,8
hxPnlWZmirx7neooZykmtg,Stable,Expand,staff_behavior,5
us7g3OCOFDXjZpmYqQ-f3A,Stable,Expand,staff_behavior,3
o5Uee_gmS-y9R582PAkX6w,Declining,Growth Opportunity,staff_behavior,6
jIaycjmFK6ZecPx-tMR43A,Declining,Reassess,staff_behavior,3
z04btlhvr9rmQ00k1yVMog,Growing,Expand,staff_behavior,2
OTwwIvLkrS0zc8f1lNRstw,Stable,Expand,staff_behavior,3
_61CLj2WP5jA6X3SDDlrrg,Stable,Expand,staff_behavior,1
xa49Z4ar0PXDgjZyHrqbHQ,Declining,Growth Opportunity,staff_behavior,6
64zjcLKeEQ5_oGQDnpsj5A,Declining,Growth Opportunity,staff_behavior,2
DZglT5FP5VNDQJU3PuRIHw,Declining,Growth Opportunity,staff_behavior,5
IzyQVIJG8JAnOiRQPb0-wg,Declining,Growth Opportunity,staff_behavior,1
eFB8nsciED7EupYVyAnTyA,Declining,Growth Opportunity,staff_behavior,1
AlH5V97JSAu7AL_xdibMIg,Declining,Growth Opportunity,staff_behavior,7
SjCxvaC-OZLnOqAqHTXG_Q,Growing,Monitor / Intervene,staff_behavior,0
YzluF3FNGjnW-tOrLZt8JA,Growing,Expand,staff_behavior,7
WeDn7iD1ckcEg7YttkduWg,Declining,Growth Opportunity,staff_behavior,3
AauDx7QSes9nZOAAa4LIbQ,Declining,Growth Opportunity,staff_behavior,6
ZForVw2ZTiwDGfZ0XvZsXQ,Stable,Expand,staff_behavior,4
lS42krxXMm-HIk7dntRsKQ,Declining,Growth Opportunity,staff_behavior,1
pORvWLJb_ioqIrNo-yacfw,Declining,Growth Opportunity,staff_behavior,1
YtMgMdZfjlK6ogDIGiOJSw,Growing,Expand,staff_behavior,1
1qw5dIsQPNGLOwnuP7Wj1g,Growing,Expand,staff_behavior,3
VG_6ZamOZ3-s6ODu9BCmqQ,Stable,Monitor / Intervene,staff_behavior,2
dwkI0-b5PM2-yn-v7j2Agg,Stable,Expand,staff_behavior,1
RU0UTD_beaENcS5e9EXH-w,Declining,Reassess,staff_behavior,2
WgyhlYg3fnSgco4qLa20cg,Stable,Expand,staff_behavior,6
EI0iUUbEi3xIy74L7-GrUQ,Declining,Reassess,staff_behavior,4
EAF4MLS6x7mzq8CDpOcXXA,Stable,Monitor / Intervene,staff_behavior,1
b2egw7DXjck9sKYcBc4NCQ,Stable,Expand,staff_behavior,2
EpFFiPHKx9yP-WqOCuxRCw,Stable,Expand,staff_behavior,5
CSAJxLa_LeuIDe-lHrC03w,Stable,Monitor / Intervene,staff_behavior,1
TzqkyPTnK7dtHxnvgyn_4Q,Declining,Growth Opportunity,staff_behavior,4
mtpbu6J2Jg7RkmTSEEXtFQ,Declining,Growth Opportunity,staff_behavior,6
OiQ1eoqXMPyEUptpUX9JQA,Stable,Expand,staff_behavior,0
gWV1k7XO9DSAodAlanESFA,Stable,Expand,staff_behavior,2
332MG0dFd8d2JUcszdRdYw,Declining,Reassess,staff_behavior,2
H_EmJ9Id0pnFw2poOH2OOw,Declining,Growth Opportunity,staff_behavior,3
Odx1CHHhQICCehpWMg1w4g,Stable,Expand,staff_behavior,1
44Xh-IjWDSn7XTw1hzO50g,Growing,Expand,staff_behavior,4
8iiI_v2E9V4xXByGce05QQ,Stable,Expand,staff_behavior,1
6GePX4W6Cl8LD68zUq_MAA,Growing,Expand,staff_behavior,2
wTCA2ZJsssbOCjG0h0ZiGg,Declining,Growth Opportunity,staff_behavior,0
baF2ZFEtsIo2A1k61x3QSw,Declining,Reassess,staff_behavior,2
D8NEBGvh1DVHbyEs2cWVAQ,Growing,Monitor / Intervene,staff_behavior,7
0uWnByfZNCs0MU1Ag10ujw,Stable,Monitor / Intervene,staff_behavior,1
5bOUBsE1MH8jubPVI4fVmA,Declining,Growth Opportunity,staff_behavior,5
XBYalnLmnJH5OPNacRJIAA,Growing,Expand,staff_behavior,3
jsL0EmA3k75npcRvleq2VA,Stable,Expand,staff_behavior,1
VCTI7doVpU094lugVBP_DA,Growing,Monitor / Intervene,staff_behavior,0
6aClQOutEBgNxwVM2t_S9A,Stable,Monitor / Intervene,staff_behavior,2
OH7EpZrKPnZwZDNKQ5S8iA,Stable,Expand,staff_behavior,2
zAxWNkDWBvgNfIwTAyCBMw,Growing,Expand,staff_behavior,1
4NXtEZ7buJYC7KLzuhZg3Q,Stable,Expand,staff_behavior,1
REJ5UMeKH0Ylkf7Ym1rXMA,Growing,Expand,staff_behavior,2
ZLhu-sAejh5yGd8aV9zcGQ,Declining,Growth Opportunity,staff_behavior,4
RpNWMXXPnNkt8kmvJcP5ig,Stable,Expand,staff_behavior,7
o45O8DI0MJXYsHnoIkP0jg,Growing,Expand,staff_behavior,4
CaS4OzIfDfbYyGai0Wn3Zw,Declining,Growth Opportunity,staff_behavior,8
8hKi4SyepMGe2W1L4aQ_JQ,Growing,Monitor / Intervene,staff_behavior,1
JTjrrxgd3p80lS2h_YxsiQ,Declining,Growth Opportunity,staff_behavior,2
SNxUXrSr-XkEkSQIdjmjhA,Growing,Monitor / Intervene,staff_behavior,3
Itft7SwYFUXP02MpcijMOQ,Stable,Expand,staff_behavior,1
cGWhF0eEogy0DKPwCU9TtA,Declining,Growth Opportunity,staff_behavior,4
pdh91rffpM9QptHSXjJFVQ,Declining,Growth Opportunity,staff_behavior,5
03dIEDBsDERr6Osmey-udQ,Growing,Expand,staff_behavior,6
edU5K_QDvydTbWr4xfCfmg,Stable,Expand,staff_behavior,2
-AWclhh1_2VnqPylPgBU3g,Growing,Monitor / Intervene,staff_behavior,5
jS3affmkXWrBnidXA-DIfQ,Declining,Growth Opportunity,staff_behavior,5
S3-EuL3U_nQmiugDnYPiFw,Growing,Expand,staff_behavior,6
DHENrreqQDQx9NtuorNOZw,Declining,Reassess,staff_behavior,0
YBak8o0xCiNN4sXr3izLbg,Growing,Expand,staff_behavior,2
mciSzNKFRZ3HGgeSDuwUcw,Declining,Growth Opportunity,staff_behavior,3
UVCiRVQID_amNd_q1K5POA,Growing,Expand,staff_behavior,5
m_5jK3w7t4CS2ReIZI_grQ,Declining,Reassess,staff_behavior,4
9D0aKRGsutg8S0ClIanmrA,Growing,Expand,staff_behavior,2
f-9Su3hYbI-OCCt8Hz1wrw,Stable,Expand,staff_behavior,5
DhZVpgeBKxoLd91MiwTxpg,Declining,Growth Opportunity,staff_behavior,5
3S_g61xUct3Rmmx4rJS_mA,Stable,Monitor / Intervene,staff_behavior,0
tUcZMaE2XPp6qJK5dbZlpg,Stable,Expand,staff_behavior,3
KW2Ma_0uVm7KmBJhMI_yFA,Declining,Reassess,staff_behavior,4
SHYPQbYqbfK4CwTDjtBH7Q,Growing,Expand,staff_behavior,1
HHBbetQ-XRQYJprT5Qp9jw,Stable,Expand,staff_behavior,4
eYNcVdV5bqqg-q23_FU0Vw,Declining,Growth Opportunity,staff_behavior,4
VSpseb6oijtKffRRL_xfgQ,Declining,Growth Opportunity,staff_behavior,3
kufU0ChkDC9hZABZoUebIQ,Stable,Monitor / Intervene,staff_behavior,2
nOZOlidRcVHYn3bDcsXD_Q,Declining,Growth Opportunity,staff_behavior,1
TdrNka-oPWf4B-jN9rKltw,Stable,Expand,staff_behavior,1
YQD_Gm999Cthin64uLdOdA,Stable,Monitor / Intervene,staff_behavior,0
RalJthqqo93-7rTXGgc5Gg,Growing,Expand,staff_behavior,4
XupqzjOerK3DcIoWWIKslg,Stable,Expand,staff_behavior,2
0Nqa0zPHoB_GVucVMd9f6w,Declining,Growth Opportunity,staff_behavior,4
c6zgxvHn5j816s9DDAFYjA,Growing,Expand,staff_behavior,4
lSR0JkU7iCnR7sP-8Gjkqw,Stable,Expand,staff_behavior,1
kC2jUMTWt0v_cSWKa63QQA,Declining,Growth Opportunity,staff_behavior,2
gYYMQeg4X8FUcCxXI4c2Tw,Declining,Reassess,staff_behavior,4
LAtPOWQ6fUvaU64Yp9hyIg,Declining,Reassess,staff_behavior,2
-SCIBOTjKGJXmeMMPi-uoQ,Stable,Expand,staff_behavior,1
_Re2IwkeFUqUsPMRZK8jng,Stable,Expand,staff_behavior,1
4vy8j-L9zXXFH_wh2sVzAw,Growing,Expand,staff_behavior,8
ptXuSpg-ScJpAyE2QoLU4Q,Stable,Expand,staff_behavior,4
A37C-01zpQty9FmxvZrxEg,Declining,Growth Opportunity,staff_behavior,1
eImAdebEDD47dMd6zIx4MQ,Declining,Growth Opportunity,staff_behavior,1
kaQ-ReAmU-xO2XnQsMFwRg,Growing,Expand,staff_behavior,4
s9ceDy-cVHe0uzvZpWq87Q,Growing,Expand,staff_behavior,2
GTNh2Jx56qE5kJSOVZxZlg,Stable,Monitor / Intervene,staff_behavior,5
lWedWkinrM5j13pyimbpbA,Stable,Expand,staff_behavior,3
25sLng-w7vBXbZfyBNeOWg,Stable,Expand,staff_behavior,2
QXGnmsKYANxOyZBqM-zlJA,Growing,Expand,staff_behavior,7
a1esN1yBrh8c8jra-7WcXw,Stable,Expand,staff_behavior,8
Y7bpk83gKWgCmi7yKGTTug,Declining,Reassess,staff_behavior,1
fzYu9Rh-oqlg95QzkbIO0A,Growing,Expand,staff_behavior,3
HNXpuOxyh9XPm9sM98Ao3A,Growing,Expand,staff_behavior,4
Z0Bn-FdyZmXHBh8qQe9JLw,Growing,Expand,staff_behavior,2
69ccjOpx2iFvr1y2qas9uA,Stable,Expand,staff_behavior,4
YpUowEOcZNehoBv0lxqlpA,Declining,Reassess,staff_behavior,1
1XQWvgGDqzDoEOg0_7eWKA,Declining,Growth Opportunity,staff_behavior,3
UXOji-MYsS0SL_0ccTjbKQ,Stable,Monitor / Intervene,staff_behavior,4
sq3BcLyY4_jZf-zkO2itDA,Growing,Monitor / Intervene,staff_behavior,5
dsfRniRgfbDjC8os848B6A,Growing,Expand,staff_behavior,8
KiwskluQ7tMqZqvuf872vg,Growing,Monitor / Intervene,staff_behavior,3
7rUaXU8_IgnOrOMnN7HPQQ,Growing,Monitor / Intervene,staff_behavior,3
b9sLRv_j1eijFIEso8-RQg,Stable,Expand,staff_behavior,1
yyvFGYfw0azW5mA_th8ndQ,Stable,Expand,staff_behavior,5
-ib2qJmDKJgH_ZbtSu_HjA,Growing,Expand,staff_behavior,1
zILVkn_Gm9xASg63jWKMHw,Declining,Growth Opportunity,staff_behavior,3
a4fNrX46rTl4BE2WauPAUw,Declining,Reassess,staff_behavior,2
389Y1ecrGnPwGA4KcbiBXA,Stable,Monitor / Intervene,staff_behavior,1
o3mCQJcBBMDWzTY-FuUh9w,Stable,Expand,staff_behavior,5
jIzN5atQRz9OIeYO-Lx4mw,Growing,Expand,staff_behavior,3
Ljtd29uAWCaGK046QuvPhQ,Growing,Monitor / Intervene,staff_behavior,5
YKAcEh3jygrVpxFEugGf1g,Stable,Expand,staff_behavior,3
L1xIj8vAvZrZdfEVbH4qTg,Growing,Monitor / Intervene,staff_behavior,4
S1FwTmCAwv5ulu5gToWi_w,Declining,Growth Opportunity,staff_behavior,3
GKohndn_sMk2nWCh1jkAfg,Declining,Growth Opportunity,staff_behavior,2
1B6S6XDoX1fWnQI0_K1b1Q,Growing,Expand,staff_behavior,5
kn6zHpma8I_xBGTZpNe41A,Declining,Growth Opportunity,staff_behavior,0
9PZxjhTIU7OgPIzuGi89Ew,Growing,Expand,staff_behavior,3
03cvVjbkCOtiIt51M-MLFg,Stable,Expand,staff_behavior,0
IzTh_D90T7LZRxy1lgAG-Q,Stable,Expand,staff_behavior,3
-361Hc0tlxSYdrH_C3OgzA,Growing,Expand,staff_behavior,2
Cmw00BFD1l-_DJHPuKi2Rw,Stable,Expand,staff_behavior,5
d48Xrx8MhGtdaLvhcYzNWQ,Growing,Expand,staff_behavior,1
6XiTlNnstoTK3tUPkc0Gbw,Declining,Growth Opportunity,staff_behavior,4
7fHj6bMycSfo5-EqgN02Gg,Declining,Growth Opportunity,staff_behavior,4
9sOHuGGwb8uRVu7pANSWfg,Growing,Expand,staff_behavior,3
y930pQM0EUblQluRLkXLQg,Declining,Reassess,staff_behavior,4
zuObDJ16rxyt5ciCbhKnlA,Stable,Expand,staff_behavior,3
2z_dEk3ZllVLJvS-x18dog,Declining,Growth Opportunity,staff_behavior,3
G8qD8M6rHAMGL4Tt1SiPFA,Stable,Expand,staff_behavior,3
x4855nj7vfdXeVpg5fREZA,Growing,Monitor / Intervene,staff_behavior,1
nBqvryCdn9N_vU4rdCbnHw,Stable,Monitor / Intervene,staff_behavior,0
CO05TYrf8g0WTOB_bmE3uQ,Declining,Growth Opportunity,staff_behavior,6
1OfhM-ZKvcpxyxptCCzEwA,Declining,Growth Opportunity,staff_behavior,5
GoYSJ-YY-YwbxdgasHuq-Q,Growing,Expand,staff_behavior,6
6qRe7PF_h56tR2EkDmfg9A,Growing,Expand,staff_behavior,2
7y1zIK1ZtkkGIKeRUobThg,Declining,Reassess,staff_behavior,6
XQjnh-n0o11MhApzCfRPxg,Stable,Monitor / Intervene,staff_behavior,0
Ls3zQR47_wmUkupJXm59oQ,Stable,Expand,staff_behavior,1
K3oSW7x3LU74viHIbL8b_A,Stable,Monitor / Intervene,staff_behavior,1
FImeJg7pVG9K7wjuexmV4Q,Declining,Growth Opportunity,staff_behavior,1
jh-Sg2S4wlelkifvhjwSlg,Declining,Growth Opportunity,staff_behavior,0
UApicJDoDgayR1N1ZLL3vw,Stable,Expand,staff_behavior,4
c_MsK_ra1MB1Q9KvZgNwww,Stable,Expand,staff_behavior,1
SK5QTllf553tIKs0hGaZQg,Growing,Monitor / Intervene,staff_behavior,7
2zSQu6_cLgWAVbZ2LbSLBA,Growing,Monitor / Intervene,staff_behavior,2
pDR3n7cjtbTrkgDxfUUDtw,Declining,Growth Opportunity,staff_behavior,5
6vNOkto7t2nKHQeZ1aYQFw,Stable,Monitor / Intervene,staff_behavior,1
Y-xCFPYXWd9Ig0R_ZTd9mA,Declining,Growth Opportunity,staff_behavior,5
FLq9CEy5MCKSlMuPEhumnw,Declining,Growth Opportunity,staff_behavior,1
PzAYUWwfZqUOoL863k1gMg,Stable,Expand,staff_behavior,1
C9UylQTOh7uwZo4a7QhLyg,Stable,Expand,staff_behavior,7
mx31XU-QJIxObRGH_qvy3w,Stable,Expand,staff_behavior,2
bKaBjDbtwQh_T-3ZpKJxRQ,Stable,Expand,staff_behavior,2
ij_dE1TNqe_BHrzEGAWU4w,Declining,Growth Opportunity,staff_behavior,2
ny1N_Py01kVoGOvL9oKjMQ,Declining,Growth Opportunity,staff_behavior,4
ROeacJQwBeh05Rqg7F6TCg,Growing,Expand,pricing_value,2
hTyJhpH7Bl5moMWQb4Sosg,Stable,Expand,pricing_value,2
68ThEdiK0eWCEgGEmV9Tng,Stable,Expand,pricing_value,4
eqNutOMnPqKa9QDAY6KfEw,Growing,Expand,pricing_value,0
5m3ND7lNNd6zo-bNQGoXhQ,Stable,Monitor / Intervene,pricing_value,0
WO5nr-4sjVs506BdCLL0aA,Declining,Growth Opportunity,pricing_value,2
h85b3MFPWyaopMBy8DpBpA,Growing,Expand,pricing_value,0
xkTjLbBC7uB-rAIDqAm-sw,Stable,Expand,pricing_value,4
knA3b_WnHUJAyrIzzL9Lrg,Growing,Expand,pricing_value,0
Bih0eT_lbbCUwKmGYpX0hw,Growing,Expand,pricing_value,2
EmbZ4QwVt_zgfqMOCATsyA,Stable,Expand,pricing_value,0
E-DcL1u330qwvoxXhipmUQ,Stable,Monitor / Intervene,pricing_value,2
C_EtrXTygRX5RTUOKtO6Dg,Stable,Expand,pricing_value,5
LnZvGYbqozanOSevcftnrw,Stable,Expand,pricing_value,3
jULIPydhMj18KOI5OHTwfA,Declining,Growth Opportunity,pricing_value,1
gCcJTKC40CL0XtYYGfcXDw,Declining,Growth Opportunity,pricing_value,1
wCluBbW9nzS7MEMFltMwJw,Growing,Monitor / Intervene,pricing_value,2
B-DiQpcSTJ7oMMnwzbAGTQ,Growing,Expand,pricing_value,1
cx5rIVMN-FXwBkl2Kbot7w,Stable,Expand,pricing_value,1
JUlsvVAvZvGHWFfkKm0nlg,Stable,Expand,pricing_value,2
99zoELPcbwRBUqiPoaPqiQ,Growing,Expand,pricing_value,0
Uc6PdjT_MO5bRPQsUUEy5Q,Stable,Expand,pricing_value,0
PYUI1OJVksGUbCrteU68bw,Declining,Growth Opportunity,pricing_value,0
l7b33ubze8Jqw7C4I1CAuA,Declining,Reassess,pricing_value,1
2VuOLrhe2Iu_FRz1gEIqQA,Growing,Expand,pricing_value,0
SwBhaxfQPbyhsi0QHUAN0A,Growing,Monitor / Intervene,pricing_value,0
RnqU698MbIjq_eZHEzYL6g,Growing,Expand,pricing_value,1
uBDXcXlLR9IuRV1N2m0SPQ,Stable,Expand,pricing_value,3
tm94_vqmMMeAv01L-7FJzQ,Declining,Growth Opportunity,pricing_value,2
cXSyVvOr9YRN9diDkaWs0Q,Growing,Expand,pricing_value,1
UWk9hczxAjMT6y5C3826fw,Declining,Growth Opportunity,pricing_value,0
OoFCe8VbzzCr88SGC08omw,Growing,Expand,pricing_value,1
38yHZCHWgPZlDj5SqdNcpA,Growing,Monitor / Intervene,pricing_value,1
cdiN0gHvZo3i64jwS990fQ,Declining,Growth Opportunity,pricing_value,1
h0tUOsL3sRYVqSQlxWjW5g,Growing,Expand,pricing_value,1
1PMlvTeQr3BpTm6GqOEckQ,Stable,Monitor / Intervene,pricing_value,0
D1AGSvIci0E53E1Yix1mXA,Stable,Monitor / Intervene,pricing_value,0
gkqfNyv3D84B0WR5GZOpZQ,Declining,Growth Opportunity,pricing_value,2
R_Wi9jh57H_OzzAVWO71Bw,Growing,Expand,pricing_value,0
kgZjJTGNc6WjKVBiSqNUoA,Stable,Expand,pricing_value,0
ES8YqqXVu2TO6o2iwAOYSQ,Declining,Growth Opportunity,pricing_value,2
TcJ1bB2omO0CIoEC4xtSxg,Growing,Expand,pricing_value,0
ktM6aYuzqWd-kA8SIWswiQ,Declining,Growth Opportunity,pricing_value,3
nF5QByCz21MY0KLtSoB5KA,Growing,Expand,pricing_value,2
6_Gsn1ZxSosWb6mZusap0Q,Declining,Growth Opportunity,pricing_value,1
sCPx4Sy4I1wMeZwsTzCFRg,Stable,Monitor / Intervene,pricing_value,2
4hH1lt7mHPbl4r2O7LH6nA,Growing,Expand,pricing_value,0
A55glg6ynzqjNAbRyTI3ig,Growing,Expand,pricing_value,3
WN8wJ8PiBcfSPVWtZZhZfA,Growing,Expand,pricing_value,1
jHk1OJi16n3BlO3LxkH8cw,Declining,Growth Opportunity,pricing_value,1
HuawlT4tXzCXL8ftyvCZ0Q,Stable,Expand,pricing_value,1
siUk0bqIjI80KBFptR1Mcw,Declining,Growth Opportunity,pricing_value,1
g-mnsod42xN2y_LdYpoORw,Growing,Monitor / Intervene,pricing_value,0
gGC3SvEvxsRkRBIEU0Rfrw,Stable,Expand,pricing_value,1
W5qWPa1LPo9stvCGeVSRAg,Declining,Growth Opportunity,pricing_value,3
jStt26nV-CBWRGxjqCzxUw,Stable,Monitor / Intervene,pricing_value,0
mcb8blqo4lWVl91Mrp80uQ,Growing,Expand,pricing_value,0
iZNR8-rqsBL2afDk4Zxe8A,Growing,Monitor / Intervene,pricing_value,0
UBj0aJ6FfMR4tdvRbQ3KSA,Stable,Monitor / Intervene,pricing_value,0
O4wZuA6Im9gQxxddCZ3kkQ,Declining,Growth Opportunity,pricing_value,1
JiEcu8LvmlsPh_Q6Exzp9A,Declining,Growth Opportunity,pricing_value,2
YuhQIv_c08zqfExfSiWB6g,Growing,Monitor / Intervene,pricing_value,0
ctHjyadbDQAtUFfkcAFEHw,Growing,Expand,pricing_value,0
GAuweBrcC_wK3a0UhZjwfA,Stable,Expand,pricing_value,1
7VpTJyMcAnEA-Y6vj0XV4w,Stable,Expand,pricing_value,1
nWhAxQw3bAsvXg3Oe91okw,Growing,Monitor / Intervene,pricing_value,0
EDSqeUjhDwB8VMnIng-Q-A,Stable,Monitor / Intervene,pricing_value,0
v72qGvd53IxhM2m8aatOpg,Growing,Expand,pricing_value,3
qCpdeQYPf9i1EZhTnQgjtg,Declining,Growth Opportunity,pricing_value,1
i7H6gGM5jXMMrhr8VRZXDg,Growing,Expand,pricing_value,1
