review_id,user_id,business_id,stars,useful,funny,cool,text,date,period,merchant_status
5cbUQFZxOCKkzeUp--whhA,A5qm-ICrROf8M-g98TtBzg,YuhQIv_c08zqfExfSiWB6g,1,0,1,0,"No more! Norm and Gabriel are a hot mess. I could hear Gabriel say "" the lady on the phone is a bitch""  while waiting for Norm to get on the phone after 15 mins of him talking about random stuff. Gabriel couldn't articulate the order info or issue to poor old Norm. Norms comment to the bar was ""you shouldn't order right before 11, she's dumb"".  Norm couldn't explain why beefsteak tomatoes, bacon, grilled chicken, ketchup and utensils were missing from a wedge salad.   They rest of the food was horrible too.  I order frequently, because they are ""new orleansish"" and across the street.  The gulf shrimp were hard..like they were refried. The tater tots were so greasy they weren't edible and the curly fries...hard (refried) and greasy.  This establishment may have another business operations in the kitchen..cause they can NEVER provide what the menu says, that's a consumer issue.  8 on your side.",2021-04-06 03:27:38,earlier,Growing
bTdCZ8IYvreR3w31ooNDCQ,zo5yKFeETsG2wGUAAMcA_w,YuhQIv_c08zqfExfSiWB6g,5,1,1,1,"I love the Tap Room!! It's not perfect but it's a very family friendly place to get a drink and eat some good food. The owner is a sweet heart! We do monthly meetings there and I love that we can give this like minded, local business owner business over brands that don't show their customers appreciation. I think it's cozy and spacious inside. They have the high tables and regular tables, plus outside seating for different types of seating options. There is a back area with pool tables we have our meetings at.

For the food I've had the tatters and the pretzel with the beer cheese dip. I like it. I always get a margarita when I go cus everyone can make a rita. The Tap room is not the fanciest place, but it's laid back and the perfect type of place I like to spend my time at. I love being a customer of Tampa Tap Room!!",2021-03-27 16:27:23,earlier,Growing
0rX9u4sJc3KXNOIsinEByw,zA0S3L57y5qwgtmBPx6Eow,YuhQIv_c08zqfExfSiWB6g,1,1,0,0,Worst chicken wings I have ever seen I couldn't not eat this crap they look a week old and they are fried instead of grilled please don't order wings from here this is terrible I had to take a picture,2021-03-04 03:36:02,earlier,Growing
kqW35lv_FRA3TI2fPPClmQ,yV9kNiggiifn3Yt5khsX1Q,YzluF3FNGjnW-tOrLZt8JA,4,1,0,0,I was very pleasantly surprised by my experience here. We came in as a group of 11 and the team managed to find a way to seat us all together. We probably tried half the menu. Everything but two dishes got rave reviews around the table - particularly the Bronzizzle and Tuna Usuzukiri. Surprisingly good low key sushi spot.,2021-07-04 01:23:30,earlier,Growing
vfSI6bxBzh8fwAg0TKA7YQ,tCDt6MV7nI31-xYUISxpeQ,YzluF3FNGjnW-tOrLZt8JA,5,0,0,0,"Had 1 night in Philadelphia and I'm so glad we chose zama. Even though we arrived late and the kitchen was about to close, they were so accommodating and allowed us to order without any rush. The food was 5 star all round and I will definitely be returning for the amazing crab cheese spring rolls. Absolutely fantastic would highly recommend",2021-05-27 14:28:20,earlier,Growing
sBX5lAXOoDr20dlLYUDtMQ,LL8EdQFjHKZxllz_rTD95Q,YzluF3FNGjnW-tOrLZt8JA,2,0,0,0,"It was my first time to visit this restaurant. I tried Wasabi Tuna, Surfer, Spicy Crunchy Grilled Avocado, Hummus-San Temaki, Washabi Truffle Escargot, and Sushi Sashimi Combination. I expected good tastes from each one but each one was really disappointed except Wasabi Truffle Escargot but No wasabi flavor even thought it says Wasabi. Nome of rolls was good and the worst one was grilled avocado..  Sashimi was okay but each nigiri uses small fishes.. Learn bad experience with spent $250..",2021-05-26 19:02:10,earlier,Growing
LOwMz1_ef0VVV7CEmcu7gw,S5RnOLjZOkEJXGhjR_EliQ,YzluF3FNGjnW-tOrLZt8JA,3,0,0,0,"Dined in person last night for the first time celebrating my husband's 30th birthday. I had mentioned his birthday on our reservation but it went unnoticed. We were seated immediately and our waiter brought over refreshing ice water and menus in a timely fashion. The cocktails were good and the sushi is top notch compared to other places in Philly. Our waiter was polite but awkward and it was difficult getting his attention at times. The negatives: there was a table of 4 drunk and loud/disruptive women that were never spoken to about their behavior aside from being told multiple times that they needed to wear masks when walking around. They were slumped over asleep in their booth when we were walking out to leave. I'm very surprised that the restaurant tolerated this behavior, it definitely did not match the vibe/price point of Zama. The bill was also quite high compared to most sushi restaurants in Philly. We really did enjoy our meal, so we will order only take out in the future.",2021-04-27 02:05:35,earlier,Growing
6JYIGMI795rCIKG3iAPFWA,yPwBAK_QusYtsrJ49wX4VQ,YzluF3FNGjnW-tOrLZt8JA,1,0,0,0,Bought 3 sushi rolls at 6:40pm.  2 avocado 1 shrimp tempura.  Attendant tells me to come in 20 min later .  I show up at 7:00pm and the sushi comes out at 7:40pm.  Waited in their for 40 minutes without anyone saying a word to me.  Once they brought my food out I asked for the manager and told him I have been waiting for a very long time and he pointed at him self and laughed and me and turned around to fulfill more orders.  Classless.  This is the customer service you get ?? This guy should be fired.,2021-03-20 23:54:52,earlier,Growing
a_siNOSmV8N7RpJ_RgdJLQ,p33qfQYk2r9TNXnIrX69Aw,Z0Bn-FdyZmXHBh8qQe9JLw,5,1,0,1,"My husband and I are from Southern California and are currently traveling the nation to find and experience the best food around!
After seeing TNT Burger on IG we knew that we had to go in person to see if it was worth the hype...

We're happy to say, holy crap...yes, yes it is. You may think to yourself... anyone can make a good burger. NOPE! Patty quality and flavorings make a MASSIVE difference!

We had the cheesy beast and the COVID burger and damn. Their patties were so juicy, flavorful and cooked perfectly! We were slightly hesitant on eating a burger covered in cheese, but this thing was next level! The cheese on the outside gave you such a unique experience, enhanced the flavorings and also gave a creaminess to the burger. The Angus beef hot dog inside also gave it a unique flavor and textural element that was anything we've ever experienced!!

We also tried their TNT Fries and you would also think to yourself... who the heck puts corn on fries... wow! It was super good flavor and texture wise! The fries were super crispy to!

We had such a great experience, from the amazing customer service and hospitality to the unique flavorings and creations that we had to go a second time to try a couple more things! So glad that we did! Cause the second round we had to try two more burgers, the other fries and their crazy delicious hot dog creation!!!

Honestly everything we ate here was incredible and it is definitely one of the best burgers we've ever had period!

Do yourself a favor and visit TNT. They are a foodie destination spot for sure!
Not to poop on anyones territory, but we will tell you right now they are 10000000000% better then Burger Culture, which is legit down the street from them (we had visited them the next day to compare and were sadly super disappointed).

Thanks TNT for infusing your love and passion into your food!! We will definitely be flying out in the future to see ya'll again!

You can check out more photos and videos on
IG: Fitfoodiesonwheels
FB: Fitfoodiesonwheels",2021-06-09 18:31:24,earlier,Growing
qjanfRWmDCYxiecIu6PU4w,-dk3g_ZFuA8NHqhf2v-xQA,Z0Bn-FdyZmXHBh8qQe9JLw,5,0,0,0,"Excellent food, well worth the money , I guess is the best burger place in Tampa, tried all the burgers , highly recommended.",2021-05-07 00:16:39,earlier,Growing
OebqRnK76J-17r4bGC-rUw,qzQdZnB_FzJErwANVunzBw,Z0Bn-FdyZmXHBh8qQe9JLw,5,2,0,2,Now that I've finally tried this place I can tell you that it DEFINITELY lives up to the hype! I had the covid19 vaccine burger and it was so juicy and the flavor was incredibly good. I am in shock. I was expecting a mediocre burger but omg they cooked this with nothing but love. I'm obsessed! The syringe has a sauce to put into the burger and it was so good. TNT is a must go! I'm excited to try their other burgers also. My burger pictured doesn't have bacon because I don't eat pork but if you do I'm sure this burger would taste great! This first time customer will 100% be coming back. With friends!,2021-04-26 01:58:06,earlier,Growing
0E4jv5J7ksKo29KmYlzvGA,mwKJDjwQ1kWP4g4ZJywnPw,Z0Bn-FdyZmXHBh8qQe9JLw,1,0,0,0,The food was amazing but then me and my son got very sick the next day uncontrollable diarrhea,2021-04-23 22:57:45,earlier,Growing
ed_tWYLxecow78hIDC7P0A,zqBVpjYsqiALZZJQsm_PiQ,Z0Bn-FdyZmXHBh8qQe9JLw,1,9,0,3,"We ordered on a Friday evening after a late football game. After calling the restaurant personally twice to confirm our order , the girl said sure sure no problem customization noted in a very reassuring way. It will take an hour for delivery she stated . Its late ..we are tired... sure I'll wait. Fast forward to one hour, our almost $100 order has still not been picked up for delivery . When we called DoorDash to check on the status,  it was the restaurant who did not confirm the order via email therefore a dasher was not assigned...1hour later?! Seriously TNT burger , we were looking forward to trying this new restaurant unfortunately we probably never will . An error in the order details here and there is fine as human error happens ,  but blatantly ignoring and never 'preparing' our order without notification pretty much tells us you don't care to stay in business.",2021-04-17 02:26:26,earlier,Growing
9rmv5fMTB3pxRohrNaHIGQ,BmVwbsL8l0imz4slonyMaA,ZForVw2ZTiwDGfZ0XvZsXQ,5,28,12,26,"The most relaxing tiny bookshop café ever. The book collection is fantastic, and they also carry some fantastic stuff. This was my third visit, and the barista was really pleasant and kind. 

They have a wonderful selection of lattes, including one named ""Kobe""! I wish I lived in the area so I could make it my regular hangout, but I'll definitely be back. The atmosphere is fantastic. There is a decent assortment of literature for all ages. In my view, this is one of the most friendly spaces in Philadelphia! 

The size of the space isn't awful, but I wish it were bigger for one reason: so that more people could experience the positive mood and inspiring atmosphere.",2021-07-09 20:44:40,earlier,Stable
jq9cwTqvZqFcnchUTYtk0g,SCPc0B1NccA79yvM2nTzVQ,ZForVw2ZTiwDGfZ0XvZsXQ,5,0,0,0,Best! Coffee is SO good. Service is SO good. Books are Soooooo good. Atmosphere and design - they are crushing it!!! Can take a while to get your order but totally worth it !,2021-05-10 02:59:14,earlier,Stable
wYGAo2nvWahHXYn9AFJi5Q,pDc_waSnjvcjl_7pLLae0Q,ZForVw2ZTiwDGfZ0XvZsXQ,5,0,0,0,"I LOVE Uncle Bobbie's since it's inception.  I had choral rehearsals at a nearby church, so it was a hop, skip and a jump.  The coffee choices are great, & I usually would eye and select a delicious pastry.   I will be glad when  the pandemic is all clear.   Meanwhile, I'll be glad to return to this café called Uncle Bobbie's.",2021-05-05 02:21:31,earlier,Stable
XYb_4SiXpLUXMEJXr-CzXQ,DdGR09njo_VyCkallV6a-w,ZForVw2ZTiwDGfZ0XvZsXQ,1,0,0,0,The staff was not welcoming at all. The staff had their arms crossed when I walked in. Customer service here is definitely lacking. I will not return.,2021-05-01 21:41:25,earlier,Stable
yljUL1vrYdyQQu5AdxyGMg,T6jmg53mtxIWnCol3z9Cvg,ZForVw2ZTiwDGfZ0XvZsXQ,4,0,0,0,"An amazing bookstore/cafe/cultural hub/candle shop that lured me through ""fancy"" spiced aromas, and held me there by the many works of Audre Lorde that lined the back walls. I come here all the time thinking to myself -- for the love of god, don't break your wallet in this place --  and each time like capitalists clockwork, i'm at the register with more than I can handle and an oaky nutty candle i never knew I needed.",2021-03-24 03:45:52,earlier,Stable
KgP6w2yz7aKDQ_8ukyeEqw,Oux6Bx7OQYa2biSdlBI6uw,ZLhu-sAejh5yGd8aV9zcGQ,5,0,0,0,This is literally the best Mexican food I have ever eaten. Carol is a magician in the kitchen.,2021-07-18 01:08:39,earlier,Declining
N-99n1mw2OzlG7ItyIawJA,QxhY3aL_nqsNnvu64I7i3g,ZLhu-sAejh5yGd8aV9zcGQ,3,0,0,0,It's was a good spot to stop for a drink but the food was way overpriced an order of chips and queso was almost 15 buck and you got a small bag of chip,2021-06-15 15:05:45,earlier,Declining
0joHmxeFL6VbUT0m8p7Pdg,A9-jT5Yu8nCt0K1FBMZVmw,ZLhu-sAejh5yGd8aV9zcGQ,5,0,0,0,Carol and nick were great! Food and service was 100% I always look forward  to taco Tuesday and I think I found my new favorite spot. My boyfriend and I always look for new places to try for taco Tuesdays but we really liked the food and service here so we will definitely be back!!,2021-05-19 00:11:33,earlier,Declining
qx9qQqU94AX-tclco0c-1Q,kC2oTnrE6ZgMTib_9Rp4Wg,ZLhu-sAejh5yGd8aV9zcGQ,5,0,0,0,"I drove by here on my way gone from work one day and saw a sign for taco Tuesday. Friday we finally went. We got guacamole and chips (which are homemade!), margaritas, and two orders of quesabirrias. The food was out of this world. The staff are so friendly; albeit a little understaffed! We have gone multiple days in a row because it really is just that good! I'm not normally one to write reviews but I want everyone to know that this is THE place for quesabirra tacos, guacamole and chips, etc. I recommend this place to everyone now
Everything we got was gluten free and they are very good about this! Most of their menu is made with corn tortillas. My partner has celiacs and is VERY sensitive so we were wary, but we've been a handful of times now and no issues at all.",2021-05-05 23:15:26,earlier,Declining
iavpE3YiRMMT5DHFU-GPTA,VQVhi5ObTQ8PE8glP5ZITw,ZLhu-sAejh5yGd8aV9zcGQ,5,5,0,5,"I visited Cartinas Tacos and Tequila on a Wednesday night with my husband and niece.  They were having drag queen bingo and I was intrigued!

We got there about 30 minutes before bingo started to order our food and drinks early.   I ordered two tostadas and they were fantastic! I could not finish both so I may go for one next time but they are so good you will want two! 

The bingo ended up being in Spanish which added to the fun!  I was like a Spanish lesson with a drag queen with food, beer and prizes! Yes! Sign me up!

The restaurant is a bit small though so if they get busy on bingo night, you will definitely have to call in advance for a table.  

I really enjoyed the entire experience, the food, the owner, the bingo and prizes! I will definitely return to try another bingo night.   They also have a taco Tuesday I believe so want to check that out as well.",2021-05-04 10:32:24,earlier,Declining
pkiulue428Wtu1yXWUJMlw,eRwo1yuxmejnS4_edQ68cg,_05DcCQmCP5aGnfCnI4r9Q,1,0,1,0,don't come here ever especially if u need to use the bathroom I was trying to use the men's bathroom u need a code I called downstairs to ask 4 a code unfortunately the men bathroom is broken they gave me the code to use the woman bathroom they knew I am man anyway I had to make #2 while I was in there they stupidly gave psycho lady the code knowing me a man was in there BTW there's 2 toliets in there the woman kept pacing back and forth in the stall next to me finally I left and wash my hands she went through all that trouble she only had to pee smh I complain to staff they didn't care another reason I won't b returning the air conditioner doesn't work in the bathroom,2021-07-18 18:50:46,earlier,Growing
KJ_Z9OCAGZDSYYdswkKzNw,0cxaKFcbtS3Dsxzmk-Q3AQ,_05DcCQmCP5aGnfCnI4r9Q,5,0,0,0,"Pros-1/2 off if you have a Capital one card
Pooch friendly 
Plenty of space and tables 
Security 
Lots of events offering free advice and food
Cons- a lot since Fiona left
I generally adore most of the baristas, as I come here 3-4 times a week. 
There's been a shift in mood and attitude recently and I wish Christina would address this. 

Their dark roast coffee is delicious-but steer clear of any other bean. I can't even give my light roast


***updating my review and appreciating their efforts towards healthcare workers during the pandemic.",2021-05-17 04:05:56,earlier,Growing
3t5wTxJXKOSUnSLYIhqZEA,D0faGVJFyGg9BiQmjp2EUA,_05DcCQmCP5aGnfCnI4r9Q,1,19,18,13,"Nothing will make my eyes roll in their sockets like a defective slot machine faster than a bank getting into the coffee house business. 

In order to seriously disrupt the one star service pedigree at most retail banks Capital One opened an honest to goodness java station in Philadelphia's Rittenhouse Square to swaddle their brand in avuncular good feelings and lash millennial tastebuds in yummy (and expensive) caffeine concoctions. 

Frankly, I take my money seriously and I'll easily forego the frothy cappuccino in favor of things like... I don't know... competitive interest rates and an extensive ATM network. 

Maybe I'm just old school about the hipness required of my bank but am I the only one who thinks it odd that a bank whose core values should spin on an axis of responsible personal finance sees their point of difference in the sale of frivolous morning dessert beverages at a usurious $8 a clip. 

I just know I left my copy of Personal Finance for Dummies around here somewhere. Damn, I must have left it between the couch cushions at the Capital One Cafe. Madison, a round of Double Mochas for everyone, on me. Extra Cinnamon and hold the interest.",2021-02-12 19:44:40,earlier,Growing
jo2M-6bJUWZ2W4Wpn6CWdw,TWEgz4l4aISQhlTfHltF3A,_61CLj2WP5jA6X3SDDlrrg,5,1,1,1,"If craving that saucy, incredible, crisp on the outside, molten on the inside General Tso's chicken, as a takeout, then Tang's is where it's at. That's from my personal experience. Down to earth service and pricing combined with stratospheric quality. From what I hear, it's also the place to get your Kung Pao, sesame, Hunan and Szechuan style chicken/beef/shrimp and various kinds of lo meins too. 

The restaurant has excellent aggregate ratings from close to two hundred reviews on various platforms. 
I asked the employee at the counter what the magic behind this is and she said the main chef puts his heart and soul into the creations; works hard and they're an incredibly soft spoken and humble family and employer. 

I noted the pictures of menu on Yelp were difficult to read....in the interest of the community and out of gratitude to Tang's, I'll humbly provide menu pics that are hopefully readable. 

COVID-19 related:
No indoor dining, takeout only. 
Employees masked appropriately. 
Social distancing reminders present at the establishment. 


Convenience related:
Parking was an issue. I ordered in phone and drove around the block 3 times before I got a parking and food was ready to be picked up in 5 minutes thereafter. 

'Twas my first time in the the neighborhood which had a run down feel I sensed. The stellar reviews being my North Star, I did not let the environment deter me.",2021-05-20 22:52:41,earlier,Stable
KbuFyjn_2OKJNqxmczaVxg,tpzP6ha346zw-AIc5Ln6Uw,_Re2IwkeFUqUsPMRZK8jng,5,1,0,0,"How does this place only get 3.5 stars on Yelp!  We stopped by The Bourse and decided to grab lunch.  If I can restore pictures from my sim card, I'll post.  My wife and I split a Freebyrd chicken sandwich, fries and the super tasty fried pickle chips. The chicken was moist and the Alabama white sauce tasty.  The pickle chips had a little heat and were great with both the ketchup and white sauce.  I'd give 4.5 stars if I could ... but with a 3.5 star overall rating, Freebyrd deserves a full 5 to bring the average up!",2021-06-20 20:17:38,earlier,Stable
wOI90qUjjcruY93M4Fyolw,Lj_VupSibTVIqQzQ7CAKYA,_Re2IwkeFUqUsPMRZK8jng,4,1,0,0,"I had the tenders and they weren't my favorite chicken ever, but it was good. I enjoyed the breading. 
The employees were nice and service speed was okay.",2021-05-21 15:10:30,earlier,Stable
qKFVGCZt5rUDmbYsJpA5tg,K17847uudqPFPIjSPgxs2A,_Re2IwkeFUqUsPMRZK8jng,4,12,5,9,"While at the Bourse..checking out other stands..I decided to give Freebyrd a try!
I have heard good things & I needed dinner..so let's go!

I got the dry rub wings and I was glad I did..perfectly crispy and seasoned so well!  I am glad I got the order of 12 v. 6 ..I have a few left over for lunch tomorrow (if I don't finish them off for a late night snack..Lol)!

I will definitely make it my business to get back to Freebyrd to try other items on the menu!!",2021-05-17 23:57:41,earlier,Stable
Fs3QVA9fra5J97UM5ORibw,t8P94FU5FDMMFoTmYfKwDg,_Re2IwkeFUqUsPMRZK8jng,4,0,0,0,"I love me some curly fries and they surely give you enough, this is an entire meal unless shared with someone. All of the toppings were evenly proportioned though I would've loved more onions, that's just me lol.",2021-04-02 20:09:12,earlier,Stable
1S-dDMNnayhfc1PW4kqrUQ,23fGhFVxa7fgggTnms75-g,_Re2IwkeFUqUsPMRZK8jng,4,1,0,2,"We have eaten at FreeByrd many of times.  It's actually one of my favorite spots to go to for a great chicken sandwich here in Philly.

I got the Freebyrd Sandwich Alabama White BBQ and as per usual the sandwich was filled with the usual crunchy yet juicy chicken.  Deliciously seasoned chicken that just can't be denied.  The addition of the pickles gives it that bit of extra saltiness.  The BBQ sauce is not required, but a great addition that gives it a little bit of kick.  As far as the portion of bread to chicken...if I had to choose, I'd always have more chicken then bread (hence, a ""chicken sandwich"").  I still thought this sandwich to have a good portion of bread to chicken ratio.  This sandwich is a must try.

My girlfriend got the Nash-Vegas Honey Hot Chicken Sandwich.  We thought it needed more chicken for sure.  But, still the sandwich is exceptional especially given the fact that it is a grilled chicken sandwich.

@breeeeezy_sbd",2021-02-08 16:51:27,earlier,Stable
pxaIIr7NQM-gtoSwqcmhlw,m7sn-JHCx7Pe6vAjZWne9A,_UOg5_pk9IhKee91eWrT4A,5,0,0,0,It's really good it's not bad budget plastic forks because your forks dropped on the floor,2021-07-13 10:00:04,earlier,Declining
gT-K3_REp2vMiboTCx4tUw,IINInT5gKgNGJ46qKAis5A,_UOg5_pk9IhKee91eWrT4A,5,0,0,0,"I had Sweet Lucy's catered for a baby shower. The food was amazing. We had brisket, pulled pork, hot dogs, Mac and cheese, coleslaw, potatoes, rice, and cream spinach, and Mac and cheese. The person who delivered was on time. The price was reasonable. If I need catering again will definitely order again.",2021-07-12 18:46:03,earlier,Declining
D1gvvzTObOo6LGccvqE99w,DujXxxlIKTGEPso-C-Rq5A,_UOg5_pk9IhKee91eWrT4A,4,0,0,1,"Met up with a friend of mine a week ago for dinner.  She picked this spot and it's only about ten minutes from my house, which was great!
I know, I know....why have I never been here before?  I have no idea.  Well maybe I do know.  BBQ sauce doesn't do it for me.  Yes I know most people can't understand that, but it's the truth. 
So.....when you walk in you have to place an order and then sit. They bring your food to the table when it's ready.  You also have to get your drinks yourself l.  I prefer to have a waitress but this wasn't bad at all.
It was easy to order and the person taking the orders was super helpful with questions about the menu and how things were cooked (if they were already in sauce, etc).
I decided on the sliced brisket. I ordered it with corn grits, Mac and cheese and a side salad.  I picked corn bread too.
I liked everything but the Mac and cheese.  Oh I ate it (lol) but it didn't have the real cheese flavor I love.  
It was a lot of food!
My friend ordered the chicken and ribs platter.  I tasted the chicken and it was very good!
Over all it was a good dinner in a large and very clean restaurant!  
Oh and I will go back for more brisket!",2021-07-10 04:04:36,earlier,Declining
_7tyb9Kq36d7fnaRYhUgsw,y9lOGLOGcmC6jyh6lxUAEQ,_UOg5_pk9IhKee91eWrT4A,5,0,0,0,"Omg! Today was our first time having Sweet Lucy's and did not disappoint! Still licking my chops, ordered chicken bbq platter and beef brisket platter sandwiches with sides, Mac & cheese, tomato & cucumber, cornbread, coleslaw, spicy corn on the cob!!!!! Which is to die for, every single thing was absolutely delicious! Will definitely order again!! . One exception I will order more corn on the cob haha",2021-07-07 23:19:10,earlier,Declining
vHzhW23tAYmdz4PovHtESw,s4G4MQF_8OsNxt2RK3RK8Q,_UOg5_pk9IhKee91eWrT4A,5,6,2,3,"Went here for lunch today and I feel like I have been derelict In my duty.  Meaning here I am trying to tell the general public about excellent places they should try and having one right under my nose that I myself hadn't tried until today!

We tried this place at lunch and i'm glad we drove over even though we could've done door dash. The inside looks jawsome and I can't wait to come back off hours. 

We're planning to do a happy hour. 

I got the pulled pork meal. It was so good. Corn bread of course. Slaw, beans and the Mac. They have multiple sauces of course. It's not a million like famous Dave's. 

This review is making me hungry.",2021-07-06 21:57:05,earlier,Declining
se_ifFmP9DyXLjUc6NOWAQ,WqiqtCcd-S7BjOmR1QcJvw,a1esN1yBrh8c8jra-7WcXw,5,1,0,0,"After nearly 10 years on Yelp, I finally found the food item which is prompting my first review, and it so happens to be in this establishment located completely across the country from where I live. As background, I live in Los Angeles, but my daughter attended a tennis camp in the Tampa area.  While in town to drop her off on June 25, I was determined to have a Cubano sandwich. It was the one food item I was looking forward to eating while in Florida.  Without doing any research, I bought a sandwich from a shop near the hotel where I was staying--it was quite disappointing (I imagine in the same way people are disappointed when going to LA and having bad tacos). 

I was determined to try again, so the following day, I did a little Yelp research and settled on this place--Caribbean Twist, approximately 10-minutes from where I was staying.  When I arrived, the place was clean, bright and staff was friendly, but alas, this is about the sandwich. The Cubano sandwich I ordered was the best and most comforting sandwich I've ever had! I ordered it to go, but I did not leave the parking lot without finishing it. The sandwich was so good, I didn't want to do it a disservice by eating it while driving. The sandwich was ordered ""con todo"" (meaning ""with everything"") and it was perfect. It's not often that I have to call someone half-way through a meal to tell them about it, but I had to call my wife for this one. She stayed back in L.A. but I promised her I would bring her when we came back together to pick up our daughter. I'm not sure if these pictures will quite do the sandwich justice. I could wax poetic and go one about how the pork was moist (carnitas style), the pickles were crisp, the ham was fresh, but you get the idea--it was simply put, the best sandwich I've ever had.",2021-07-17 10:46:24,earlier,Stable
bpTANnWpJaUESExaAFfeow,5GGI-uF_aGwRyz02bWDdAA,a1esN1yBrh8c8jra-7WcXw,5,0,0,0,The Best Steak Sandwich and there also Big you will definitely get full with a Whole one. I Recommend it 100% go get you a Steak Sandwich. There customer service is On point.,2021-07-15 20:39:50,earlier,Stable
VEpJRQLcoyN86UnXLhMvZA,ZdryQ4KBTfGEMdHhEkQFlg,a1esN1yBrh8c8jra-7WcXw,5,0,0,0,"I must leave a review. It was that good. 
The food had incredible flavor and it was obviously very fresh. 
I called to ask a question and the woman was so sweet, kind, and patient with me; I really appreciate that.
I ordered door dash. I had no issues; The food was hot.
Usually delivery results in bad quality but not here!",2021-06-18 16:32:00,earlier,Stable
Z4VR8Sl5IeY1cTmsXJamQw,kOSQR00tpbH2PScDDfwYyw,a1esN1yBrh8c8jra-7WcXw,4,0,0,0,"The food is very good, the staff is also very nice and helpful. Huge portions especially for the price. We love eating here.",2021-06-10 17:20:50,earlier,Stable
hSxxSngKzlz3SpPsNPl3lQ,qU4GLqend4qRIHRQVp8eGg,a1esN1yBrh8c8jra-7WcXw,5,1,0,0,"Wanted Caribbean food but just got tired of the redundant Jamaican restaurant menus so I decided to try this place since it was highly rated. I called in my order but the lady who answered, I don't think she spoke very much English, she responded "" WHAT ? "" . It came across very rude but a nice gentleman came to her rescue and took my order . He was very pleasant and professional so I proceeded with my order. Got there , picked up my order , tried a few other items since the food was so nicely displayed. Everyone was very nice and the establishment was very clean. Well, I got home and hubby and I ate, babbbbby they deserve all 5 Stars cause this food was very well seasoned and cooked to perfection. These are the items I tried on my 1st visit : salmon , black rice with beans, baked chicken , yellow rice , plantains , beef empanada and Cuban corn bread. I highly recommend it all! I'm not cooking tomorrow ,  I'm going back just to try other items. Did I mention the prices are reasonable and the serving sizes are enough for two people.",2021-05-16 03:57:50,earlier,Stable
8Grm4gGvBHRyBoedwo8oWg,Sp2GV7D-_JLZMPQmDanzPQ,a4fNrX46rTl4BE2WauPAUw,5,9,2,10,I've never had a bad experience coming here. This location is close to home and convenient. They always have BOGO for their rewards members and given they are so close we go there often. My typical order is the meatloaf with corn and cream spinach. But that was until I discovered their Nashville hot chicken!!  This stuff is absolutely delicious. So tender and just plain good. Now I get mine with the hot sauce on the side. I am not a fan of the hot sauce. It has a funky taste and just too hot for me. So I order and use Chick Fil A's Buffalo sauce (shhhh) lol. Soo good!!!,2021-07-13 10:05:53,earlier,Declining
tttopQcnobWFdlmy06JvkQ,aun-y4gQBAUa0Sy7P6_7tQ,a8_zOZgxg3lNsEyanuwluw,3,0,0,0,I ordered curbside takeout (well she brought my food out as I had dog in car). The following day I sent my daughter to pick up.  The manager (a male) told someone not to charge for a portion of fries as the previous day I did not rec. them.  My daughter thanked him but when she got home I saw the receipt. I wouldnt normally let fried bother me but considering their a sep order plus they usually taste good I was disappointed to eat a frie-less burger meal.,2021-07-08 22:17:18,earlier,Growing
6m3MmTboBl3aKIgu8BYDWA,aun-y4gQBAUa0Sy7P6_7tQ,a8_zOZgxg3lNsEyanuwluw,3,0,0,0,"I liked my burger so much I ordered another two meals the next day (yea I know); even though I was missing a portion of fries.  The manager told a girl not to charge me for fries the following day, but guess what? Yep she charged me again..",2021-07-03 17:32:43,earlier,Growing
QqGvjaBt8e5LO_2ckOJH4g,XJCaBLqv_13NdHmuN4lT7A,a8_zOZgxg3lNsEyanuwluw,3,0,0,0,"Overpriced for mediocre good food!! Simple as that, besides that enjoyed the place and customer service was great cause she was able to handle me n my wild sister",2021-06-20 21:19:16,earlier,Growing
xugd33erE7515X8WgnXRlQ,-v-Bycyuf-396xJXWwJgXQ,a8_zOZgxg3lNsEyanuwluw,5,0,0,0,I tagged in on a friend's selection only to be surprised at what I missed in his order. Needless to say I could not eat it as prepared. The staff was so understanding and accommodating. The food was wonderful especially while sitting outside in the shade.,2021-03-18 17:54:05,earlier,Growing
U3NarimlQSyDspOLjsF9zQ,Yr4uDKysw7umrgFkWoSu3A,a8_zOZgxg3lNsEyanuwluw,3,0,0,0,Definitely has one of the best gluten free burgers in the area but have not had the best carry out experience with them. Last time we ordered just a traditional Monger burger and requested extra sauce on it. Instead they gave us a plain burger with no sauce at all. This was the third time something like this happened ordering carry out. The food is good but recommend that you order in person instead of online!,2021-02-06 22:39:09,earlier,Growing
Cd03dYrKXFxEsMuuK_SERQ,Pjca_7hm05TpawOcKQkw5Q,aubXu1j7HfP50Ohc7JQ3RQ,3,0,0,1,"Last night we decided to try out some food to go from Mulligans, because I have a craving for fish an chips.

We ordered: 
Fish and chips 
Buffalo chicken wrap with tater tots 
Chicken tenders with French fries

The food wasn't bad, but it wasn't mind blowing either, and unfortunately it did not satisfy my craving, because although the beer batter was good, the actual fish didn't taste seasoned. 

My fiancé said that the Buffalo chicken wrap was pretty standard, but the fries were underwhelming. 

The chicken tenders were good. 

Serving over the phone was excellent and the food was prepared promptly. 

I know they feature specials most nights and free pool when spending more than $5. Perhaps we will give this place another go, since it's 10 minutes from where we live.",2021-04-04 18:57:30,earlier,Stable
