business_id,name,merchant_status,priority_group,cleanliness_ambiance,food_product_quality,order_accuracy_wait_time,other_none,pricing_value,service_speed,staff_behavior
dsfRniRgfbDjC8os848B6A,Bern's Steak House,Growing,Expand,0,7,1,0,2,2,8
KiwskluQ7tMqZqvuf872vg,4 Rivers Smokehouse,Growing,Monitor / Intervene,1,8,0,0,3,2,3
7rUaXU8_IgnOrOMnN7HPQQ,Landmark Americana Tap & Grill - City Line,Growing,Monitor / Intervene,1,5,1,0,2,2,3
b9sLRv_j1eijFIEso8-RQg,Philly Pretzel Factory,Stable,Expand,1,1,0,0,0,1,1
yyvFGYfw0azW5mA_th8ndQ,Renzo's,Stable,Expand,1,7,2,0,1,1,5
-ib2qJmDKJgH_ZbtSu_HjA,Charlie's Pizza & Wings,Growing,Expand,0,6,0,0,0,0,1
zILVkn_Gm9xASg63jWKMHw,Viva Napoli,Declining,Growth Opportunity,0,9,0,0,0,0,3
a4fNrX46rTl4BE2WauPAUw,Boston Market,Declining,Reassess,0,2,3,1,1,0,2
389Y1ecrGnPwGA4KcbiBXA,Pizza Hut,Stable,Monitor / Intervene,0,0,3,0,0,2,1
o3mCQJcBBMDWzTY-FuUh9w,Thomas P's Sports Bar & Patio,Stable,Expand,2,8,0,0,1,0,5
jIzN5atQRz9OIeYO-Lx4mw,Over Easy Breakfast Club,Growing,Expand,1,6,1,0,0,2,3
Ljtd29uAWCaGK046QuvPhQ,Popeyes Louisiana Kitchen,Growing,Monitor / Intervene,1,2,0,0,0,2,5
YKAcEh3jygrVpxFEugGf1g,Sake House,Stable,Expand,0,8,2,0,3,1,3
L1xIj8vAvZrZdfEVbH4qTg,Southside Pizzeria,Growing,Monitor / Intervene,0,4,4,0,0,0,4
S1FwTmCAwv5ulu5gToWi_w,RIM Cafe,Declining,Growth Opportunity,1,7,0,0,1,0,3
GKohndn_sMk2nWCh1jkAfg,Terryin,Declining,Growth Opportunity,1,6,0,0,2,2,2
1B6S6XDoX1fWnQI0_K1b1Q,CW's Gin Joint,Growing,Expand,6,6,0,0,1,1,5
kn6zHpma8I_xBGTZpNe41A,Moonlight Cuisine,Declining,Growth Opportunity,0,0,0,1,1,1,0
9PZxjhTIU7OgPIzuGi89Ew,El Vez,Growing,Expand,2,8,0,0,5,1,3
03cvVjbkCOtiIt51M-MLFg,Prime Halal Meat,Stable,Expand,0,2,0,0,1,0,0
IzTh_D90T7LZRxy1lgAG-Q,Broncos Brazilian Steakhouse,Stable,Expand,0,2,0,0,2,1,3
-361Hc0tlxSYdrH_C3OgzA,Persia House of Kababs,Growing,Expand,4,7,0,0,2,1,2
Cmw00BFD1l-_DJHPuKi2Rw,Water + Flour,Stable,Expand,0,9,0,0,0,1,5
d48Xrx8MhGtdaLvhcYzNWQ,Cafe Diem,Growing,Expand,4,8,0,0,2,0,1
6XiTlNnstoTK3tUPkc0Gbw,Barry's Steaks,Declining,Growth Opportunity,0,7,2,0,2,3,4
7fHj6bMycSfo5-EqgN02Gg,Tikka Masalaa,Declining,Growth Opportunity,2,6,2,0,0,2,4
9sOHuGGwb8uRVu7pANSWfg,South Street Philly Bagels,Growing,Expand,0,5,1,0,2,0,3
y930pQM0EUblQluRLkXLQg,Park Pizza,Declining,Reassess,1,7,3,0,2,0,4
zuObDJ16rxyt5ciCbhKnlA,Luis's Garden Grill,Stable,Expand,1,4,1,1,0,0,3
2z_dEk3ZllVLJvS-x18dog,Asian Wok,Declining,Growth Opportunity,0,4,0,0,0,0,3
G8qD8M6rHAMGL4Tt1SiPFA,Modo Mio Taverna,Stable,Expand,1,8,0,1,3,1,3
x4855nj7vfdXeVpg5fREZA,1100 Social,Growing,Monitor / Intervene,1,0,0,0,0,0,1
nBqvryCdn9N_vU4rdCbnHw,Spread Bagelry,Stable,Monitor / Intervene,0,0,3,1,0,2,0
CO05TYrf8g0WTOB_bmE3uQ,Mamas Kitchen,Declining,Growth Opportunity,2,7,0,0,3,2,6
1OfhM-ZKvcpxyxptCCzEwA,Independence Beer Garden,Declining,Growth Opportunity,5,4,0,0,0,1,5
GoYSJ-YY-YwbxdgasHuq-Q,Mixto,Growing,Expand,2,7,0,1,1,1,6
6qRe7PF_h56tR2EkDmfg9A,Graze,Growing,Expand,3,8,0,0,1,2,2
7y1zIK1ZtkkGIKeRUobThg,Gallo's Seafood,Declining,Reassess,1,6,3,0,3,0,6
XQjnh-n0o11MhApzCfRPxg,KFC,Stable,Monitor / Intervene,0,1,1,0,0,1,0
Ls3zQR47_wmUkupJXm59oQ,Sorrentino's Grocery,Stable,Expand,0,2,0,0,0,0,1
K3oSW7x3LU74viHIbL8b_A,Wendy's,Stable,Monitor / Intervene,0,0,1,0,0,0,1
FImeJg7pVG9K7wjuexmV4Q,Pass & Stow,Declining,Growth Opportunity,0,2,0,0,0,1,1
jh-Sg2S4wlelkifvhjwSlg,China Garden,Declining,Growth Opportunity,0,3,2,0,0,2,0
UApicJDoDgayR1N1ZLL3vw,Nicki's Omelette & Grill,Stable,Expand,1,6,0,0,2,2,4
c_MsK_ra1MB1Q9KvZgNwww,King Corona Cigars,Stable,Expand,4,2,0,1,0,0,1
SK5QTllf553tIKs0hGaZQg,Popeyes Louisiana Kitchen,Growing,Monitor / Intervene,1,5,2,0,0,2,7
2zSQu6_cLgWAVbZ2LbSLBA,Chick-fil-A,Growing,Monitor / Intervene,0,2,3,0,1,2,2
pDR3n7cjtbTrkgDxfUUDtw,Malio's Prime Steakhouse,Declining,Growth Opportunity,0,5,0,0,3,2,5
6vNOkto7t2nKHQeZ1aYQFw,Pete's Pizza,Stable,Monitor / Intervene,0,0,2,0,0,1,1
Y-xCFPYXWd9Ig0R_ZTd9mA,Baker Street Bread Co,Declining,Growth Opportunity,0,4,0,0,1,1,5
FLq9CEy5MCKSlMuPEhumnw,Tijuana Flats - Fowler,Declining,Growth Opportunity,1,5,0,0,2,1,1
PzAYUWwfZqUOoL863k1gMg,John's Place,Stable,Expand,0,2,0,0,0,0,1
C9UylQTOh7uwZo4a7QhLyg,Friday Saturday Sunday,Stable,Expand,4,8,0,0,0,0,7
mx31XU-QJIxObRGH_qvy3w,HAPP'S,Stable,Expand,0,2,0,0,0,0,2
bKaBjDbtwQh_T-3ZpKJxRQ,Mr Sushi,Stable,Expand,0,8,1,0,1,3,2
ij_dE1TNqe_BHrzEGAWU4w,El Greco Pizza & Luncheonette,Declining,Growth Opportunity,0,6,2,0,1,0,2
ny1N_Py01kVoGOvL9oKjMQ,Cask Social Kitchen,Declining,Growth Opportunity,3,8,1,0,1,0,4
